Frequency(Hz),Impedance
8.14E+06,2.793875355
8.14E+06,2.794107161
8.14E+06,2.794393834
8.15E+06,2.79465508
8.15E+06,2.794999905
8.15E+06,2.795278087
8.15E+06,2.795563534
8.16E+06,2.795792538
8.16E+06,2.796050149
8.16E+06,2.796387889
8.16E+06,2.796697194
8.17E+06,2.79692529
8.17E+06,2.797210215
8.17E+06,2.797481093
8.17E+06,2.797846216
8.18E+06,2.798025209
8.18E+06,2.798347284
8.18E+06,2.798664338
8.18E+06,2.798948721
8.19E+06,2.799221416
8.19E+06,2.799520817
8.19E+06,2.799819889
8.19E+06,2.800076468
8.20E+06,2.800446537
8.20E+06,2.80061737
8.20E+06,2.800940424
8.20E+06,2.801174897
8.21E+06,2.801507897
8.21E+06,2.801793384
8.21E+06,2.802049891
8.21E+06,2.802334018
8.22E+06,2.802617463
8.22E+06,2.80294498
8.22E+06,2.803193762
8.22E+06,2.803479864
8.23E+06,2.803761075
8.23E+06,2.804068519
8.23E+06,2.804388308
8.23E+06,2.804614831
8.24E+06,2.804870028
8.24E+06,2.805154468
8.24E+06,2.805497306
8.24E+06,2.805775748
8.25E+06,2.806041262
8.25E+06,2.806323543
8.25E+06,2.806542515
8.25E+06,2.806866213
8.26E+06,2.807160554
8.26E+06,2.807499288
8.26E+06,2.807750952
8.26E+06,2.807975702
8.27E+06,2.808275657
8.27E+06,2.808554358
8.27E+06,2.80885777
8.27E+06,2.809197172
8.28E+06,2.809416663
8.28E+06,2.809731182
8.28E+06,2.810017615
8.28E+06,2.810284316
8.29E+06,2.810585299
8.29E+06,2.810871955
8.29E+06,2.811159563
8.29E+06,2.811414126
8.30E+06,2.811676248
8.30E+06,2.812028003
8.30E+06,2.812317965
8.30E+06,2.812532996
8.31E+06,2.812795203
8.31E+06,2.813120173
8.31E+06,2.813416046
8.31E+06,2.813711457
8.32E+06,2.814000511
8.32E+06,2.814280643
8.32E+06,2.814511835
8.32E+06,2.814827239
8.33E+06,2.815143247
8.33E+06,2.815413427
8.33E+06,2.815630339
8.33E+06,2.815915877
8.34E+06,2.816212966
8.34E+06,2.81659004
8.34E+06,2.816834601
8.34E+06,2.817070932
8.35E+06,2.817381565
8.35E+06,2.817629952
8.35E+06,2.817966889
8.35E+06,2.818285953
8.36E+06,2.818503224
8.36E+06,2.818784418
8.36E+06,2.819072176
8.36E+06,2.819383484
8.37E+06,2.819689112
8.37E+06,2.819961863
8.37E+06,2.820219461
8.37E+06,2.820469422
8.38E+06,2.820819876
8.38E+06,2.821112819
8.38E+06,2.821420015
8.38E+06,2.821678145
8.39E+06,2.821897273
8.39E+06,2.822193891
8.39E+06,2.822485086
8.39E+06,2.822847405
8.40E+06,2.823094928
8.40E+06,2.823326632
8.40E+06,2.823632627
8.40E+06,2.82394523
8.41E+06,2.824224444
8.41E+06,2.824526565
8.41E+06,2.824775841
8.41E+06,2.825041264
8.42E+06,2.825290279
8.42E+06,2.825644094
8.42E+06,2.825919444
8.42E+06,2.826229333
8.43E+06,2.826518923
8.43E+06,2.82675427
8.43E+06,2.827067202
8.43E+06,2.827351094
8.44E+06,2.827651111
8.44E+06,2.827859492
8.44E+06,2.828175147
8.44E+06,2.828497757
8.45E+06,2.82873771
8.45E+06,2.829069142
8.45E+06,2.829301295
8.45E+06,2.829589184
8.46E+06,2.829885085
8.46E+06,2.830188361
8.46E+06,2.830433246
8.46E+06,2.830732558
8.47E+06,2.831032112
8.47E+06,2.83131703
8.47E+06,2.831567355
8.47E+06,2.831914826
8.48E+06,2.832186848
8.48E+06,2.832450227
8.48E+06,2.832708831
8.48E+06,2.833023315
8.49E+06,2.833328156
8.49E+06,2.833629754
8.49E+06,2.833878327
8.49E+06,2.834172611
8.50E+06,2.834365982
8.50E+06,2.834744663
8.50E+06,2.835035821
8.50E+06,2.835297701
8.51E+06,2.835618776
8.51E+06,2.83589771
8.51E+06,2.836147225
8.51E+06,2.836417083
8.52E+06,2.836785348
8.52E+06,2.83704255
8.52E+06,2.837306374
8.52E+06,2.837543992
8.53E+06,2.837878525
8.53E+06,2.838160947
8.53E+06,2.838408146
8.53E+06,2.83873598
8.54E+06,2.838979371
8.54E+06,2.839247892
8.54E+06,2.839536525
8.54E+06,2.839868929
8.55E+06,2.840151912
8.55E+06,2.840428211
8.55E+06,2.840642679
8.55E+06,2.841014733
8.56E+06,2.841329738
8.56E+06,2.841582916
8.56E+06,2.841855025
8.56E+06,2.8420884
8.57E+06,2.842425044
8.57E+06,2.842753298
8.57E+06,2.843018962
8.57E+06,2.843314677
8.58E+06,2.843589465
8.58E+06,2.843817069
8.58E+06,2.844114009
8.58E+06,2.844460606
8.59E+06,2.844719103
8.59E+06,2.844999893
8.59E+06,2.845293897
8.59E+06,2.845549298
8.60E+06,2.845899974
8.60E+06,2.84613741
8.60E+06,2.846397496
8.60E+06,2.846670481
8.61E+06,2.846942081
8.61E+06,2.847319868
8.61E+06,2.847630815
8.61E+06,2.847902078
8.62E+06,2.848196652
8.62E+06,2.848415525
8.62E+06,2.848689262
8.62E+06,2.849010634
8.63E+06,2.849308791
8.63E+06,2.849590684
8.63E+06,2.849835622
8.63E+06,2.850106892
8.64E+06,2.850416192
8.64E+06,2.850764503
8.64E+06,2.850969876
8.64E+06,2.851312915
8.65E+06,2.851536965
8.65E+06,2.85191016
8.65E+06,2.852155546
8.65E+06,2.852417268
8.66E+06,2.852700462
8.66E+06,2.85300595
8.66E+06,2.853278781
8.66E+06,2.853630454
8.67E+06,2.853846108
8.67E+06,2.85421372
8.67E+06,2.854418766
8.67E+06,2.854710484
8.68E+06,2.85500945
8.68E+06,2.855336759
8.68E+06,2.855591284
8.68E+06,2.855883437
8.69E+06,2.856155607
8.69E+06,2.856452167
8.69E+06,2.856769527
8.69E+06,2.857032211
8.70E+06,2.857339836
8.70E+06,2.857546623
8.70E+06,2.857844942
8.70E+06,2.858173562
8.71E+06,2.858446404
8.71E+06,2.858702334
8.71E+06,2.859041592
8.71E+06,2.859255438
8.72E+06,2.859554326
8.72E+06,2.859899202
8.72E+06,2.86017573
8.72E+06,2.860465796
8.73E+06,2.860711823
8.73E+06,2.860979011
8.73E+06,2.861333774
8.73E+06,2.861625115
8.74E+06,2.861921242
8.74E+06,2.862159154
8.74E+06,2.862462205
8.74E+06,2.862785484
8.75E+06,2.863064553
8.75E+06,2.863390784
8.75E+06,2.863572117
8.75E+06,2.86386112
8.76E+06,2.864114022
8.76E+06,2.864492505
8.76E+06,2.86482745
8.76E+06,2.865044921
8.77E+06,2.865362847
8.77E+06,2.865606477
8.77E+06,2.86588804
8.77E+06,2.866262218
8.78E+06,2.866512328
8.78E+06,2.866771347
8.78E+06,2.867028005
8.78E+06,2.867334597
8.79E+06,2.867664887
8.79E+06,2.867950065
8.79E+06,2.868295803
8.79E+06,2.868500234
8.80E+06,2.868730379
8.80E+06,2.869057705
8.80E+06,2.869402386
8.80E+06,2.869643615
8.81E+06,2.869896427
8.81E+06,2.870218656
8.81E+06,2.870500024
8.81E+06,2.870774279
8.82E+06,2.871039888
8.82E+06,2.871405896
8.82E+06,2.871624628
8.82E+06,2.871882971
8.83E+06,2.872214389
8.83E+06,2.872578046
8.83E+06,2.872830412
8.83E+06,2.873151201
8.84E+06,2.873325436
8.84E+06,2.873635773
8.84E+06,2.873977394
8.84E+06,2.874232065
8.85E+06,2.87453745
8.85E+06,2.874833885
8.85E+06,2.875112255
8.85E+06,2.875379731
8.86E+06,2.875708155
8.86E+06,2.875997449
8.86E+06,2.876262962
8.86E+06,2.876557359
8.87E+06,2.876795756
8.87E+06,2.877128183
8.87E+06,2.87744396
8.87E+06,2.877741393
8.88E+06,2.878016028
8.88E+06,2.878213871
8.88E+06,2.878554221
8.88E+06,2.878880661
8.89E+06,2.879179604
8.89E+06,2.879427293
8.89E+06,2.879709219
8.89E+06,2.879974395
8.90E+06,2.880331449
8.90E+06,2.880581606
8.90E+06,2.880829426
8.90E+06,2.881194716
8.91E+06,2.881411025
8.91E+06,2.881714053
8.91E+06,2.882028785
8.91E+06,2.882322643
8.92E+06,2.882618696
8.92E+06,2.882901726
8.92E+06,2.883152997
8.92E+06,2.883419212
8.93E+06,2.883762378
8.93E+06,2.883989227
8.93E+06,2.884376147
8.93E+06,2.884551253
8.94E+06,2.884824258
8.94E+06,2.885246226
8.94E+06,2.885550931
8.94E+06,2.88579176
8.95E+06,2.885988585
8.95E+06,2.886337392
8.95E+06,2.886647692
8.95E+06,2.887008757
8.96E+06,2.887182441
8.96E+06,2.887506112
8.96E+06,2.887750466
8.96E+06,2.887986079
8.97E+06,2.888402651
8.97E+06,2.888692579
8.97E+06,2.888940887
8.97E+06,2.889204255
8.98E+06,2.889496002
8.98E+06,2.889801307
8.98E+06,2.890091556
8.98E+06,2.890352022
8.99E+06,2.890632559
8.99E+06,2.890922421
8.99E+06,2.891190936
8.99E+06,2.891557823
9.00E+06,2.891816616
9.00E+06,2.892061401
9.00E+06,2.892408587
9.00E+06,2.892583439
9.01E+06,2.892980876
9.01E+06,2.893298702
9.01E+06,2.893550438
9.01E+06,2.893938784
9.02E+06,2.8941161
9.02E+06,2.894320231
9.02E+06,2.894747687
9.02E+06,2.895006991
9.03E+06,2.895288327
9.03E+06,2.895539897
9.03E+06,2.895856665
9.03E+06,2.896187451
9.04E+06,2.896442664
9.04E+06,2.896735074
9.04E+06,2.89703732
9.04E+06,2.897285209
9.05E+06,2.897647912
9.05E+06,2.897879286
9.05E+06,2.898227098
9.05E+06,2.898505929
9.06E+06,2.898822253
9.06E+06,2.89903568
9.06E+06,2.899386071
9.06E+06,2.899706296
9.07E+06,2.899962349
9.07E+06,2.900210053
9.07E+06,2.900515214
9.07E+06,2.900783298
9.08E+06,2.901177896
9.08E+06,2.901408533
9.08E+06,2.901679855
9.08E+06,2.902005687
9.09E+06,2.902247404
9.09E+06,2.902577494
9.09E+06,2.902949701
9.09E+06,2.903124706
9.10E+06,2.903531437
9.10E+06,2.903694932
9.10E+06,2.904029275
9.10E+06,2.90435578
9.11E+06,2.904553861
9.11E+06,2.904945174
9.11E+06,2.905236368
9.11E+06,2.905495377
9.12E+06,2.905777459
9.12E+06,2.906055574
9.12E+06,2.906336724
9.12E+06,2.906673797
9.13E+06,2.907021221
9.13E+06,2.907255331
9.13E+06,2.907621903
9.13E+06,2.907882643
9.14E+06,2.908090417
9.14E+06,2.908412176
9.14E+06,2.908705824
9.14E+06,2.909049228
9.15E+06,2.909332368
9.15E+06,2.90963278
9.15E+06,2.909946423
9.15E+06,2.910170324
9.16E+06,2.910465235
9.16E+06,2.910802267
9.16E+06,2.911108446
9.16E+06,2.911402895
9.17E+06,2.911622549
9.17E+06,2.911931076
9.17E+06,2.912278774
9.17E+06,2.912648378
9.18E+06,2.912838378
9.18E+06,2.913188072
9.18E+06,2.913367367
9.18E+06,2.913740224
9.19E+06,2.914051364
9.19E+06,2.914341112
9.19E+06,2.914719352
9.19E+06,2.9149135
9.20E+06,2.915187422
9.20E+06,2.915535926
9.20E+06,2.915898697
9.20E+06,2.916107376
9.21E+06,2.916461938
9.21E+06,2.916637929
9.21E+06,2.917013861
9.21E+06,2.917336832
9.22E+06,2.91763688
9.22E+06,2.917888006
9.22E+06,2.918130805
9.22E+06,2.918436801
9.23E+06,2.9187406
9.23E+06,2.919105332
9.23E+06,2.919361577
9.23E+06,2.919695061
9.24E+06,2.919968104
9.24E+06,2.920222714
9.24E+06,2.920528507
9.24E+06,2.920804763
9.25E+06,2.921131555
9.25E+06,2.921411513
9.25E+06,2.921654598
9.25E+06,2.921994774
9.26E+06,2.922314356
9.26E+06,2.922651452
9.26E+06,2.92292585
9.26E+06,2.923162271
9.27E+06,2.923474859
9.27E+06,2.923842514
9.27E+06,2.924117564
9.27E+06,2.924324024
9.28E+06,2.924720977
9.28E+06,2.925029474
9.28E+06,2.925288281
9.28E+06,2.925609697
9.29E+06,2.925950027
9.29E+06,2.926166208
9.29E+06,2.926456617
9.29E+06,2.926780103
9.30E+06,2.9271252
9.30E+06,2.927387881
9.30E+06,2.927663239
9.30E+06,2.928029552
9.31E+06,2.928229028
9.31E+06,2.928498103
9.31E+06,2.928903352
9.31E+06,2.929173788
9.32E+06,2.929476983
9.32E+06,2.929682462
9.32E+06,2.930012692
9.32E+06,2.930321928
9.33E+06,2.930718625
9.33E+06,2.930926524
9.33E+06,2.931238361
9.33E+06,2.931553969
9.34E+06,2.9318419
9.34E+06,2.932138847
9.34E+06,2.932402481
9.34E+06,2.932791219
9.35E+06,2.932996645
9.35E+06,2.933289932
9.35E+06,2.933254379
9.35E+06,2.933603592
9.36E+06,2.933799037
9.36E+06,2.934127866
9.36E+06,2.934427817
9.36E+06,2.934718919
9.37E+06,2.935036307
9.37E+06,2.935346898
9.37E+06,2.935619907
9.37E+06,2.935893122
9.38E+06,2.936281978
9.38E+06,2.936577602
9.38E+06,2.936824612
9.38E+06,2.937059339
9.39E+06,2.937443185
9.39E+06,2.937709663
9.39E+06,2.938063857
9.39E+06,2.938327994
9.40E+06,2.938637103
9.40E+06,2.938849487
9.40E+06,2.939212644
9.40E+06,2.93953899
9.41E+06,2.939863775
9.41E+06,2.940094859
9.41E+06,2.940435978
9.41E+06,2.940653374
9.42E+06,2.941048759
9.42E+06,2.941402458
9.42E+06,2.941546816
9.42E+06,2.941967732
9.43E+06,2.942145188
9.43E+06,2.942524909
9.43E+06,2.942826129
9.43E+06,2.943072837
9.44E+06,2.943396015
9.44E+06,2.943678941
9.44E+06,2.944047235
9.44E+06,2.944338015
9.45E+06,2.944607463
9.45E+06,2.944919726
9.45E+06,2.945204185
9.45E+06,2.945427173
9.46E+06,2.945810253
9.46E+06,2.946144966
9.46E+06,2.946408079
9.46E+06,2.94674068
9.47E+06,2.947009084
9.47E+06,2.947274036
9.47E+06,2.947581626
9.47E+06,2.947978927
9.48E+06,2.948166935
9.48E+06,2.948620673
9.48E+06,2.948803796
9.48E+06,2.949133974
9.49E+06,2.949500283
9.49E+06,2.949717175
9.49E+06,2.95000616
9.49E+06,2.950250397
9.50E+06,2.950629736
9.50E+06,2.950902832
9.50E+06,2.951249255
9.50E+06,2.951525381
9.51E+06,2.951807466
9.51E+06,2.952082267
9.51E+06,2.952450866
9.51E+06,2.952758532
9.52E+06,2.953074414
9.52E+06,2.953328846
9.52E+06,2.953600149
9.52E+06,2.953880263
9.53E+06,2.954248048
9.53E+06,2.954653161
9.53E+06,2.954866946
9.53E+06,2.955135302
9.54E+06,2.95534409
9.54E+06,2.9557671
9.54E+06,2.956081015
9.54E+06,2.956372243
9.55E+06,2.956631733
9.55E+06,2.957011908
9.55E+06,2.957236742
9.55E+06,2.957567213
9.56E+06,2.957885638
9.56E+06,2.958207072
9.56E+06,2.958489224
9.56E+06,2.958729471
9.57E+06,2.959065955
9.57E+06,2.959389042
9.57E+06,2.95961234
9.57E+06,2.959973564
9.58E+06,2.960269465
9.58E+06,2.960554887
9.58E+06,2.960873113
9.58E+06,2.961261519
9.59E+06,2.96154198
9.59E+06,2.961826301
9.59E+06,2.962182162
9.59E+06,2.962343377
9.60E+06,2.962805524
9.60E+06,2.963044912
9.60E+06,2.963308773
9.60E+06,2.96363734
9.61E+06,2.963970452
9.61E+06,2.964271047
9.61E+06,2.964611874
9.61E+06,2.964931252
9.62E+06,2.965255726
9.62E+06,2.965475307
9.62E+06,2.965725059
9.62E+06,2.966113701
9.63E+06,2.966412395
9.63E+06,2.966795486
9.63E+06,2.96703317
9.63E+06,2.967350037
9.64E+06,2.967563309
9.64E+06,2.967913664
9.64E+06,2.968299221
9.64E+06,2.968630759
9.65E+06,2.968883485
9.65E+06,2.969043488
9.65E+06,2.969522435
9.65E+06,2.969777877
9.66E+06,2.970146728
9.66E+06,2.970323972
9.66E+06,2.970704267
9.66E+06,2.970993932
9.67E+06,2.971337595
9.67E+06,2.971707562
9.67E+06,2.971974992
9.67E+06,2.972259805
9.68E+06,2.97254106
9.68E+06,2.972791015
9.68E+06,2.973178737
9.68E+06,2.973563954
9.69E+06,2.973861969
9.69E+06,2.974113071
9.69E+06,2.974420401
9.69E+06,2.974675085
9.70E+06,2.975048255
9.70E+06,2.975382928
9.70E+06,2.975693154
9.70E+06,2.976020533
9.71E+06,2.976305125
9.71E+06,2.976534796
9.71E+06,2.976931136
9.71E+06,2.977241446
9.72E+06,2.97755392
9.72E+06,2.977817934
9.72E+06,2.978149933
9.72E+06,2.978488216
9.73E+06,2.978859904
9.73E+06,2.979164144
9.73E+06,2.979468386
9.73E+06,2.979675989
9.74E+06,2.980088688
9.74E+06,2.980352044
9.74E+06,2.980651306
9.74E+06,2.980998093
9.75E+06,2.981258792
9.75E+06,2.981611241
9.75E+06,2.981931953
9.75E+06,2.982224309
9.76E+06,2.98259858
9.76E+06,2.982967588
9.76E+06,2.983185558
9.76E+06,2.983527913
9.77E+06,2.983894595
9.77E+06,2.984191586
9.77E+06,2.984477737
9.77E+06,2.984688928
9.78E+06,2.985017816
9.78E+06,2.985416736
9.78E+06,2.98584193
9.78E+06,2.98607968
9.79E+06,2.986310506
9.79E+06,2.986603863
9.79E+06,2.986950867
9.79E+06,2.987377934
9.80E+06,2.987672901
9.80E+06,2.987901084
9.80E+06,2.988198317
9.80E+06,2.988550071
9.81E+06,2.988895568
9.81E+06,2.989184229
9.81E+06,2.98949136
9.81E+06,2.989854083
9.82E+06,2.99010257
9.82E+06,2.990396522
9.82E+06,2.990793722
9.82E+06,2.991255566
9.83E+06,2.991425287
9.83E+06,2.991687353
9.83E+06,2.992039214
9.83E+06,2.99233554
9.84E+06,2.992761722
9.84E+06,2.993102904
9.84E+06,2.993339585
9.84E+06,2.993636866
9.85E+06,2.994002546
9.85E+06,2.994366132
9.85E+06,2.994630442
9.85E+06,2.994999591
9.86E+06,2.995292852
9.86E+06,2.995536471
9.86E+06,2.99592663
9.86E+06,2.996248206
9.87E+06,2.996651403
9.87E+06,2.996856274
9.87E+06,2.99717523
9.87E+06,2.997475491
9.88E+06,2.997848045
9.88E+06,2.998231784
9.88E+06,2.99857938
9.88E+06,2.998847439
9.89E+06,2.999036318
9.89E+06,2.999374538
9.89E+06,2.999750048
9.89E+06,3.000121551
9.90E+06,3.000443985
9.90E+06,3.000682639
9.90E+06,3.000963119
9.90E+06,3.00131244
9.91E+06,3.001728814
9.91E+06,3.001984705
9.91E+06,3.00230561
9.91E+06,3.002556164
9.92E+06,3.002936061
9.92E+06,3.003280242
9.92E+06,3.00367895
9.92E+06,3.003939997
9.93E+06,3.004170909
9.93E+06,3.004423018
9.93E+06,3.004863826
9.93E+06,3.005098575
9.94E+06,3.005489549
9.94E+06,3.005811173
9.94E+06,3.006135652
9.94E+06,3.006443847
9.95E+06,3.006722494
9.95E+06,3.007053059
9.95E+06,3.007330951
9.95E+06,3.00769926
9.96E+06,3.007946505
9.96E+06,3.008261272
9.96E+06,3.008607699
9.96E+06,3.008947872
9.97E+06,3.009224294
9.97E+06,3.009548855
9.97E+06,3.009927083
9.97E+06,3.010158116
9.98E+06,3.010598105
9.98E+06,3.010886486
9.98E+06,3.011148784
9.98E+06,3.011423664
9.99E+06,3.011779769
9.99E+06,3.012087016
9.99E+06,3.012438263
9.99E+06,3.012785491
1.00E+07,3.012985592
1.00E+07,3.013287142
1.00E+07,3.013713584
1.00E+07,3.014029651
1.00E+07,3.014374117
1.00E+07,3.014639026
1.00E+07,3.014989375
1.00E+07,3.015225661
1.00E+07,3.015571478
1.00E+07,3.015898407
1.00E+07,3.016264987
1.00E+07,3.016492017
1.00E+07,3.016800673
1.00E+07,3.017222094
1.00E+07,3.017485383
1.00E+07,3.017856633
1.00E+07,3.018130727
1.00E+07,3.018448843
1.00E+07,3.018664996
1.00E+07,3.019058069
1.00E+07,3.019429674
1.00E+07,3.019674242
1.01E+07,3.020046621
1.01E+07,3.02030907
1.01E+07,3.020622223
1.01E+07,3.02096966
1.01E+07,3.021332551
1.01E+07,3.021561081
1.01E+07,3.021880307
1.01E+07,3.02221687
1.01E+07,3.022500939
1.01E+07,3.022941662
1.01E+07,3.023203809
1.01E+07,3.023568374
1.01E+07,3.023817883
1.01E+07,3.024122835
1.01E+07,3.024545308
1.01E+07,3.024806752
1.01E+07,3.025205287
1.01E+07,3.025514473
1.01E+07,3.025710076
1.01E+07,3.026085149
1.01E+07,3.026457483
1.01E+07,3.026723253
1.01E+07,3.027026956
1.01E+07,3.027427273
1.01E+07,3.027661264
1.01E+07,3.027940615
1.01E+07,3.028401695
1.01E+07,3.028739011
1.01E+07,3.028989154
1.01E+07,3.029251869
1.01E+07,3.02961114
1.01E+07,3.030003104
1.01E+07,3.030345855
1.01E+07,3.030697784
1.01E+07,3.030833487
1.01E+07,3.031155044
1.01E+07,3.031538924
1.01E+07,3.031792502
1.01E+07,3.032249396
1.01E+07,3.032426646
1.02E+07,3.032792304
1.02E+07,3.033130178
1.02E+07,3.033412107
1.02E+07,3.033724963
1.02E+07,3.034025876
1.02E+07,3.034347002
1.02E+07,3.034704204
1.02E+07,3.035002812
1.02E+07,3.035366725
1.02E+07,3.035713069
1.02E+07,3.036000847
1.02E+07,3.036267767
1.02E+07,3.036552495
1.02E+07,3.03696013
1.02E+07,3.037299385
1.02E+07,3.037658527
1.02E+07,3.037869862
1.02E+07,3.038196602
1.02E+07,3.038531401
1.02E+07,3.038861174
1.02E+07,3.039239666
1.02E+07,3.039479943
1.02E+07,3.039890402
1.02E+07,3.040092753
1.02E+07,3.040389393
1.02E+07,3.040755737
1.02E+07,3.041232621
1.02E+07,3.041418191
1.02E+07,3.041772108
1.02E+07,3.042084931
1.02E+07,3.042430539
1.02E+07,3.042851574
1.02E+07,3.043208099
1.02E+07,3.043462855
1.02E+07,3.043635575
1.02E+07,3.044027933
1.02E+07,3.0443343
1.02E+07,3.044721444
1.02E+07,3.045014107
1.02E+07,3.045294289
1.03E+07,3.045639261
1.03E+07,3.04590688
1.03E+07,3.046307608
1.03E+07,3.046611503
1.03E+07,3.046858682
1.03E+07,3.047251893
1.03E+07,3.047541225
1.03E+07,3.04782643
1.03E+07,3.048248435
1.03E+07,3.048568069
1.03E+07,3.048882288
1.03E+07,3.049108528
1.03E+07,3.049478726
1.03E+07,3.049862252
1.03E+07,3.050308512
1.03E+07,3.050552195
1.03E+07,3.050738509
1.03E+07,3.051219667
1.03E+07,3.051543238
1.03E+07,3.051807176
1.03E+07,3.052104934
1.03E+07,3.05247926
1.03E+07,3.052775825
1.03E+07,3.0530158
1.03E+07,3.0533703
1.03E+07,3.053755629
1.03E+07,3.054056615
1.03E+07,3.054430429
1.03E+07,3.054576908
1.03E+07,3.054975755
1.03E+07,3.055386678
1.03E+07,3.055637067
1.03E+07,3.056014055
1.03E+07,3.05623779
1.03E+07,3.056676552
1.03E+07,3.0569222
1.03E+07,3.057364022
1.03E+07,3.057618197
1.03E+07,3.057966775
1.03E+07,3.058248986
1.04E+07,3.058643652
1.04E+07,3.059005431
1.04E+07,3.059239583
1.04E+07,3.059644048
1.04E+07,3.059987651
1.04E+07,3.060190414
1.04E+07,3.060514784
1.04E+07,3.06095831
1.04E+07,3.061300327
1.04E+07,3.061549071
1.04E+07,3.061892605
1.04E+07,3.062148726
1.04E+07,3.062507779
1.04E+07,3.062869554
1.04E+07,3.063228469
1.04E+07,3.063515263
1.04E+07,3.063828283
1.04E+07,3.064110845
1.04E+07,3.064483829
1.04E+07,3.06480413
1.04E+07,3.065072651
1.04E+07,3.065490557
1.04E+07,3.065769907
1.04E+07,3.066111416
1.04E+07,3.066372577
1.04E+07,3.066791778
1.04E+07,3.067037872
1.04E+07,3.067390079
1.04E+07,3.067776976
1.04E+07,3.068044576
1.04E+07,3.068323942
1.04E+07,3.068815381
1.04E+07,3.069077321
1.04E+07,3.069340893
1.04E+07,3.069706074
1.04E+07,3.070023052
1.04E+07,3.070380848
1.04E+07,3.070696636
1.04E+07,3.071054797
1.04E+07,3.071291545
1.05E+07,3.071667643
1.05E+07,3.072105813
1.05E+07,3.072425229
1.05E+07,3.072785625
1.05E+07,3.07298449
1.05E+07,3.073280183
1.05E+07,3.07361584
1.05E+07,3.074034378
1.05E+07,3.074389986
1.05E+07,3.074643481
1.05E+07,3.074925124
1.05E+07,3.075374082
1.05E+07,3.075667272
1.05E+07,3.076021547
1.05E+07,3.07632339
1.05E+07,3.07670428
1.05E+07,3.0769024
1.05E+07,3.077342541
1.05E+07,3.077601196
1.05E+07,3.078079925
1.05E+07,3.078481161
1.05E+07,3.078562806
1.05E+07,3.078904924
1.05E+07,3.079393445
1.05E+07,3.079679086
1.05E+07,3.080034285
1.05E+07,3.080356996
1.05E+07,3.080619915
1.05E+07,3.081009697
1.05E+07,3.081281036
1.05E+07,3.08165228
1.05E+07,3.082069502
1.05E+07,3.082344751
1.05E+07,3.08266063
1.05E+07,3.082903673
1.05E+07,3.083317687
1.05E+07,3.083647858
1.05E+07,3.084011935
1.05E+07,3.084276767
1.05E+07,3.084615944
1.06E+07,3.084925604
1.06E+07,3.085420263
1.06E+07,3.085716261
1.06E+07,3.086029887
1.06E+07,3.086339289
1.06E+07,3.086644298
1.06E+07,3.087106648
1.06E+07,3.087364957
1.06E+07,3.087711426
1.06E+07,3.087965452
1.06E+07,3.088257933
1.06E+07,3.088655122
1.06E+07,3.088996278
1.06E+07,3.089319116
1.06E+07,3.089724119
1.06E+07,3.090012704
1.06E+07,3.0903627
1.06E+07,3.090766986
1.06E+07,3.091181645
1.06E+07,3.091402897
1.06E+07,3.091613829
1.06E+07,3.092067867
1.06E+07,3.092286965
1.06E+07,3.092668913
1.06E+07,3.093058242
1.06E+07,3.09340476
1.06E+07,3.093684716
1.06E+07,3.093943369
1.06E+07,3.094394707
1.06E+07,3.094724964
1.06E+07,3.09516779
1.06E+07,3.095323372
1.06E+07,3.095738682
1.06E+07,3.096129844
1.06E+07,3.096448906
1.06E+07,3.09675934
1.06E+07,3.097097911
1.06E+07,3.097452091
1.06E+07,3.097767342
1.06E+07,3.098088658
1.07E+07,3.098377656
1.07E+07,3.098839634
1.07E+07,3.099075538
1.07E+07,3.099461587
1.07E+07,3.099690292
1.07E+07,3.100049788
1.07E+07,3.10046457
1.07E+07,3.100814718
1.07E+07,3.101129802
1.07E+07,3.101435515
1.07E+07,3.101767326
1.07E+07,3.102234221
1.07E+07,3.102598673
1.07E+07,3.102946051
1.07E+07,3.103142609
1.07E+07,3.103503744
1.07E+07,3.103877667
1.07E+07,3.104199634
1.07E+07,3.104588839
1.07E+07,3.104857021
1.07E+07,3.105106226
1.07E+07,3.105509924
1.07E+07,3.105837278
1.07E+07,3.106225491
1.07E+07,3.106726044
1.07E+07,3.107000471
1.07E+07,3.107284954
1.07E+07,3.107544761
1.07E+07,3.107921111
1.07E+07,3.108252333
1.07E+07,3.108576368
1.07E+07,3.108927399
1.07E+07,3.109293578
1.07E+07,3.109653341
1.07E+07,3.109968601
1.07E+07,3.110235915
1.07E+07,3.110660102
1.07E+07,3.110938193
1.07E+07,3.111331519
1.07E+07,3.111655818
1.08E+07,3.111963892
1.08E+07,3.112444972
1.08E+07,3.11282936
1.08E+07,3.113126501
1.08E+07,3.113313136
1.08E+07,3.113809553
1.08E+07,3.114043895
1.08E+07,3.114576423
1.08E+07,3.114824978
1.08E+07,3.115116043
1.08E+07,3.115470994
1.08E+07,3.115863106
1.08E+07,3.116245032
1.08E+07,3.116526682
1.08E+07,3.116905267
1.08E+07,3.117098443
1.08E+07,3.117507725
1.08E+07,3.117842784
1.08E+07,3.118109612
1.08E+07,3.11855669
1.08E+07,3.118949315
1.08E+07,3.119173112
1.08E+07,3.119569135
1.08E+07,3.11994666
1.08E+07,3.120341161
1.08E+07,3.120523333
1.08E+07,3.120979076
1.08E+07,3.121158411
1.08E+07,3.121620131
1.08E+07,3.122051701
