Frequency(Hz),Impedance
5.84E+06,2.510687495
5.85E+06,2.51104941
5.85E+06,2.511356994
5.85E+06,2.511711581
5.85E+06,2.512142582
5.86E+06,2.512489136
5.86E+06,2.512878511
5.86E+06,2.513210393
5.86E+06,2.513570547
5.87E+06,2.513948912
5.87E+06,2.514307894
5.87E+06,2.514679779
5.87E+06,2.515030255
5.88E+06,2.515379182
5.88E+06,2.515770132
5.88E+06,2.51616671
5.88E+06,2.516532826
5.89E+06,2.51681949
5.89E+06,2.517202423
5.89E+06,2.517603806
5.89E+06,2.517932428
5.90E+06,2.518278602
5.90E+06,2.518663723
5.90E+06,2.519036073
5.90E+06,2.519393391
5.91E+06,2.51972773
5.91E+06,2.520058956
5.91E+06,2.520465527
5.91E+06,2.520846522
5.92E+06,2.521210175
5.92E+06,2.5215788
5.92E+06,2.521898396
5.92E+06,2.522304173
5.93E+06,2.522658008
5.93E+06,2.523005007
5.93E+06,2.523378523
5.93E+06,2.523724014
5.94E+06,2.524063594
5.94E+06,2.524482648
5.94E+06,2.524831726
5.94E+06,2.52516305
5.95E+06,2.525534885
5.95E+06,2.525848243
5.95E+06,2.526249703
5.95E+06,2.526618989
5.96E+06,2.526997494
5.96E+06,2.527354478
5.96E+06,2.527712136
5.96E+06,2.528037252
5.97E+06,2.528431061
5.97E+06,2.528796955
5.97E+06,2.529110473
5.97E+06,2.529504494
5.98E+06,2.529827984
5.98E+06,2.530247316
5.98E+06,2.530617156
5.98E+06,2.530938827
5.99E+06,2.531283743
5.99E+06,2.53169557
5.99E+06,2.532041797
5.99E+06,2.532424846
6.00E+06,2.532756825
6.00E+06,2.533119776
6.00E+06,2.533511114
6.00E+06,2.533834546
6.01E+06,2.534202396
6.01E+06,2.534568606
6.01E+06,2.534930908
6.01E+06,2.535277709
6.02E+06,2.535649932
6.02E+06,2.536044966
6.02E+06,2.536395092
6.02E+06,2.536751304
6.03E+06,2.537137406
6.03E+06,2.537500399
6.03E+06,2.537881433
6.03E+06,2.538221677
6.04E+06,2.538574417
6.04E+06,2.538972862
6.04E+06,2.539353161
6.04E+06,2.539689915
6.05E+06,2.540058789
6.05E+06,2.540439737
6.05E+06,2.540809486
6.05E+06,2.541195767
6.06E+06,2.54157369
6.06E+06,2.541908396
6.06E+06,2.542241226
6.06E+06,2.542652894
6.07E+06,2.543042834
6.07E+06,2.543409073
6.07E+06,2.543757055
6.07E+06,2.544118849
6.08E+06,2.544506405
6.08E+06,2.544908616
6.08E+06,2.545257792
6.08E+06,2.54565249
6.09E+06,2.546016675
6.09E+06,2.546363418
6.09E+06,2.546767269
6.09E+06,2.547152394
6.10E+06,2.54749245
6.10E+06,2.547847327
6.10E+06,2.548246628
6.10E+06,2.548648197
6.11E+06,2.548972583
6.11E+06,2.549365788
6.11E+06,2.54973774
6.11E+06,2.5501074
6.12E+06,2.550498702
6.12E+06,2.550902294
6.12E+06,2.551239185
6.12E+06,2.5515744
6.13E+06,2.552001809
6.13E+06,2.55240005
6.13E+06,2.552792556
6.13E+06,2.553144206
6.14E+06,2.553442256
6.14E+06,2.553856652
6.14E+06,2.554250974
6.14E+06,2.554628657
6.15E+06,2.555026071
6.15E+06,2.555342329
6.15E+06,2.555726146
6.15E+06,2.556115427
6.16E+06,2.556449114
6.16E+06,2.55683635
6.16E+06,2.557153539
6.16E+06,2.557547496
6.17E+06,2.557949415
6.17E+06,2.558292783
6.17E+06,2.558663346
6.17E+06,2.558979007
6.18E+06,2.559399051
6.18E+06,2.559751556
6.18E+06,2.560144719
6.18E+06,2.560484158
6.19E+06,2.560815523
6.19E+06,2.561186528
6.19E+06,2.561553538
6.19E+06,2.561961429
6.20E+06,2.5622777
6.20E+06,2.562616106
6.20E+06,2.562971404
6.20E+06,2.563363093
6.21E+06,2.563726496
6.21E+06,2.56403487
6.21E+06,2.564365868
6.21E+06,2.564780469
6.22E+06,2.565126614
6.22E+06,2.565473103
6.22E+06,2.56580938
6.22E+06,2.566106636
6.23E+06,2.566473337
6.23E+06,2.56685208
6.23E+06,2.567216509
6.23E+06,2.56755272
6.24E+06,2.56786034
6.24E+06,2.568243644
6.24E+06,2.568572384
6.24E+06,2.568932401
6.25E+06,2.569279545
6.25E+06,2.569606508
6.25E+06,2.56992784
6.25E+06,2.570268998
6.26E+06,2.570669234
6.26E+06,2.57100101
6.26E+06,2.571334155
6.26E+06,2.571654116
6.27E+06,2.572027775
6.27E+06,2.572345201
6.27E+06,2.572674278
6.27E+06,2.573020146
6.28E+06,2.573365491
6.28E+06,2.573702291
6.28E+06,2.57402258
6.28E+06,2.574380865
6.29E+06,2.574719507
6.29E+06,2.575035922
6.29E+06,2.575381348
6.29E+06,2.575758718
6.30E+06,2.576066094
6.30E+06,2.576389344
6.30E+06,2.576695292
6.30E+06,2.577076261
6.31E+06,2.57744293
6.31E+06,2.577729198
6.31E+06,2.578091049
6.31E+06,2.578358551
6.32E+06,2.578723525
6.32E+06,2.579092277
6.32E+06,2.579419552
6.32E+06,2.579725342
6.33E+06,2.580086748
6.33E+06,2.580381468
6.33E+06,2.58077333
6.33E+06,2.58109305
6.34E+06,2.581402546
6.34E+06,2.581716625
6.34E+06,2.582059231
6.34E+06,2.582418806
6.35E+06,2.582776908
6.35E+06,2.583061372
6.35E+06,2.583376294
6.35E+06,2.583703962
6.36E+06,2.584041242
6.36E+06,2.584401907
6.36E+06,2.584724783
6.36E+06,2.585041319
6.37E+06,2.585353418
6.37E+06,2.585681303
6.37E+06,2.586061719
6.37E+06,2.586380231
6.38E+06,2.586687767
6.38E+06,2.58702961
6.38E+06,2.587341942
6.38E+06,2.587701187
6.39E+06,2.588036367
6.39E+06,2.58833626
6.39E+06,2.588623313
6.39E+06,2.589003455
6.40E+06,2.589358547
6.40E+06,2.589658551
6.40E+06,2.589983601
6.40E+06,2.590313104
6.41E+06,2.590632326
6.41E+06,2.591017011
6.41E+06,2.59133331
6.41E+06,2.591656571
6.42E+06,2.591942257
6.42E+06,2.59228529
6.42E+06,2.592637778
6.42E+06,2.592990209
6.43E+06,2.59326198
6.43E+06,2.593599407
6.43E+06,2.593927536
6.43E+06,2.594272944
6.44E+06,2.594576945
6.44E+06,2.594913167
6.44E+06,2.595201065
6.44E+06,2.595561453
6.45E+06,2.595903963
6.45E+06,2.596248664
6.45E+06,2.596544617
6.45E+06,2.596825843
6.46E+06,2.597170876
6.46E+06,2.597508203
6.46E+06,2.597894141
6.46E+06,2.598166744
6.47E+06,2.598478182
6.47E+06,2.598796075
6.47E+06,2.599127349
6.47E+06,2.599497791
6.48E+06,2.599785065
6.48E+06,2.600123236
6.48E+06,2.600420109
6.48E+06,2.600778672
6.49E+06,2.601139056
6.49E+06,2.601417301
6.49E+06,2.601759771
6.49E+06,2.602098098
6.50E+06,2.602414615
6.50E+06,2.602738485
6.50E+06,2.603060288
6.50E+06,2.603380053
6.51E+06,2.603685305
6.51E+06,2.603980403
6.51E+06,2.604321783
6.51E+06,2.604698807
6.52E+06,2.605020457
6.52E+06,2.605285516
6.52E+06,2.605630586
6.52E+06,2.605979808
6.53E+06,2.606273571
6.53E+06,2.606624714
6.53E+06,2.606920309
6.53E+06,2.60724701
6.54E+06,2.60758303
6.54E+06,2.607907556
6.54E+06,2.608252109
6.54E+06,2.608520924
6.55E+06,2.60885366
6.55E+06,2.609178884
6.55E+06,2.609536753
6.55E+06,2.609828296
6.56E+06,2.610147052
6.56E+06,2.610467798
6.56E+06,2.610797002
6.56E+06,2.611163658
6.57E+06,2.611458464
6.57E+06,2.611739608
6.57E+06,2.612055014
6.57E+06,2.612395981
6.58E+06,2.612743838
6.58E+06,2.613067758
6.58E+06,2.61334493
6.58E+06,2.613677286
6.59E+06,2.613991258
6.59E+06,2.614379082
6.59E+06,2.61463503
6.59E+06,2.614974838
6.60E+06,2.615235815
6.60E+06,2.61559173
6.60E+06,2.615958849
6.60E+06,2.616268996
6.61E+06,2.616586451
6.61E+06,2.616883702
6.61E+06,2.617193575
6.61E+06,2.617506749
6.62E+06,2.617881984
6.62E+06,2.618174448
6.62E+06,2.618469782
6.62E+06,2.61881105
6.63E+06,2.619118542
6.63E+06,2.619462341
6.63E+06,2.619777143
6.63E+06,2.620013709
6.64E+06,2.620370981
6.64E+06,2.620727744
6.64E+06,2.621026351
6.64E+06,2.621368727
6.65E+06,2.621636278
6.65E+06,2.621998829
6.65E+06,2.622308812
6.65E+06,2.622652725
6.66E+06,2.622958614
6.66E+06,2.623269149
6.66E+06,2.623565593
6.66E+06,2.623872699
6.67E+06,2.624205641
6.67E+06,2.624542378
6.67E+06,2.624839577
6.67E+06,2.625145313
6.68E+06,2.625483209
6.68E+06,2.625805274
6.68E+06,2.626112099
6.68E+06,2.626466256
6.69E+06,2.626750951
6.69E+06,2.627064032
6.69E+06,2.627376849
6.69E+06,2.627703422
6.70E+06,2.62800688
6.70E+06,2.628297393
6.70E+06,2.628664016
6.70E+06,2.628960129
6.71E+06,2.629306468
6.71E+06,2.629582121
6.71E+06,2.629885144
6.71E+06,2.630241069
6.72E+06,2.630527151
6.72E+06,2.630876724
6.72E+06,2.631163188
6.72E+06,2.631515828
6.73E+06,2.631777089
6.73E+06,2.632140817
6.73E+06,2.632424894
6.73E+06,2.632774357
6.74E+06,2.633052818
6.74E+06,2.633340292
6.74E+06,2.633674113
6.74E+06,2.634009419
6.75E+06,2.634334134
6.75E+06,2.634650059
6.75E+06,2.634908914
6.75E+06,2.63526743
6.76E+06,2.635609731
6.76E+06,2.635922264
6.76E+06,2.6361772
6.76E+06,2.636495192
6.77E+06,2.636819357
6.77E+06,2.637167962
6.77E+06,2.637450561
6.77E+06,2.63776028
6.78E+06,2.638060744
6.78E+06,2.638375667
6.78E+06,2.638735479
6.78E+06,2.639039155
6.79E+06,2.639334418
6.79E+06,2.639647388
6.79E+06,2.639919308
6.79E+06,2.64026713
6.80E+06,2.640613801
6.80E+06,2.640870057
6.80E+06,2.641178297
6.80E+06,2.641483261
6.81E+06,2.64181392
6.81E+06,2.642188132
6.81E+06,2.642438778
6.81E+06,2.642737558
6.82E+06,2.643062411
6.82E+06,2.643377177
6.82E+06,2.643689513
6.82E+06,2.64398041
6.83E+06,2.644305902
6.83E+06,2.644593234
6.83E+06,2.644898746
6.83E+06,2.645245621
6.84E+06,2.645558375
6.84E+06,2.645869526
6.84E+06,2.64614844
6.84E+06,2.646499256
6.85E+06,2.646804738
6.85E+06,2.64711713
6.85E+06,2.64742169
6.85E+06,2.647709211
6.86E+06,2.64801084
6.86E+06,2.648346222
6.86E+06,2.648675591
6.86E+06,2.648951113
6.87E+06,2.649217058
6.87E+06,2.649566513
6.87E+06,2.649871305
6.87E+06,2.650181748
6.88E+06,2.650528202
6.88E+06,2.65077535
6.88E+06,2.651085597
6.88E+06,2.651432552
6.89E+06,2.651717422
6.89E+06,2.652034331
6.89E+06,2.652348453
6.89E+06,2.652629824
6.90E+06,2.65295535
6.90E+06,2.653260951
6.90E+06,2.653598369
6.90E+06,2.653871646
6.91E+06,2.654163964
6.91E+06,2.654500549
6.91E+06,2.654827054
6.91E+06,2.655107109
6.92E+06,2.655414535
6.92E+06,2.655686654
6.92E+06,2.655992615
6.92E+06,2.656305505
6.93E+06,2.656653647
6.93E+06,2.656953791
6.93E+06,2.657246726
6.93E+06,2.657532088
6.94E+06,2.657835179
6.94E+06,2.65813223
6.94E+06,2.658466381
6.94E+06,2.65875426
6.95E+06,2.659085004
6.95E+06,2.659414081
6.95E+06,2.659710152
6.95E+06,2.65998832
6.96E+06,2.660326654
6.96E+06,2.660587768
6.96E+06,2.660900321
6.96E+06,2.661239922
6.97E+06,2.661529486
6.97E+06,2.661844182
6.97E+06,2.662131022
6.97E+06,2.66241222
6.98E+06,2.662704895
6.98E+06,2.66308243
6.98E+06,2.663358423
6.98E+06,2.663635288
6.99E+06,2.66395145
6.99E+06,2.664264064
6.99E+06,2.664593662
6.99E+06,2.664878115
7.00E+06,2.665179834
7.00E+06,2.665475049
7.00E+06,2.665803477
7.00E+06,2.6661078
7.01E+06,2.666400933
7.01E+06,2.666686867
7.01E+06,2.666994913
7.01E+06,2.667306201
7.02E+06,2.667621018
7.02E+06,2.667928142
7.02E+06,2.668209609
7.02E+06,2.668482371
7.03E+06,2.668840299
7.03E+06,2.669131239
7.03E+06,2.669451595
7.03E+06,2.669695193
7.04E+06,2.670050392
7.04E+06,2.67034028
7.04E+06,2.670666301
7.04E+06,2.670981848
7.05E+06,2.671218477
7.05E+06,2.671501425
7.05E+06,2.671802442
7.05E+06,2.672162231
7.06E+06,2.672468116
7.06E+06,2.672729641
7.06E+06,2.673074558
7.06E+06,2.673347039
7.07E+06,2.673676051
7.07E+06,2.674018485
7.07E+06,2.674270077
7.07E+06,2.674616493
7.08E+06,2.674863332
7.08E+06,2.675184068
7.08E+06,2.675530601
7.08E+06,2.675873532
7.09E+06,2.676145201
7.09E+06,2.6763914
7.09E+06,2.676721065
7.09E+06,2.677044395
7.10E+06,2.677378753
7.10E+06,2.677658633
7.10E+06,2.677927061
7.10E+06,2.67822181
7.11E+06,2.678563982
7.11E+06,2.678899563
7.11E+06,2.679183952
7.11E+06,2.679474499
7.12E+06,2.67977
7.12E+06,2.680101234
7.12E+06,2.6803898
7.12E+06,2.680679599
7.13E+06,2.681036199
7.13E+06,2.68128203
7.13E+06,2.681604727
7.13E+06,2.681923923
7.14E+06,2.682241306
7.14E+06,2.682535463
7.14E+06,2.682826108
7.14E+06,2.68313351
7.15E+06,2.683517983
7.15E+06,2.68382277
7.15E+06,2.68408327
7.15E+06,2.684406893
7.16E+06,2.684689023
7.16E+06,2.685059823
7.16E+06,2.685360259
7.16E+06,2.685677643
7.17E+06,2.685980519
7.17E+06,2.686278808
7.17E+06,2.686616105
7.17E+06,2.686976769
7.18E+06,2.687240534
7.18E+06,2.687582908
7.18E+06,2.687821218
7.18E+06,2.688245156
7.19E+06,2.688528402
7.19E+06,2.688866145
7.19E+06,2.689173703
7.19E+06,2.689466621
7.20E+06,2.689819527
7.20E+06,2.690122662
7.20E+06,2.690482757
7.20E+06,2.690787503
7.21E+06,2.691075585
7.21E+06,2.691384128
7.21E+06,2.691794444
7.21E+06,2.692102569
7.22E+06,2.692395241
7.22E+06,2.692732051
7.22E+06,2.692999659
7.22E+06,2.693447399
7.23E+06,2.693746671
7.23E+06,2.694092274
7.23E+06,2.694400687
7.23E+06,2.694683204
7.24E+06,2.695028934
7.24E+06,2.695385605
7.24E+06,2.695687669
7.24E+06,2.69603958
7.25E+06,2.696349567
7.25E+06,2.696631686
7.25E+06,2.697053307
7.25E+06,2.697350837
7.26E+06,2.697683844
7.26E+06,2.697978165
7.26E+06,2.698319928
7.26E+06,2.698698087
7.27E+06,2.699017354
7.27E+06,2.699299187
7.27E+06,2.699664867
7.27E+06,2.699955398
7.28E+06,2.70029015
7.28E+06,2.700639961
7.28E+06,2.70095448
7.28E+06,2.701282999
7.29E+06,2.701622502
7.29E+06,2.701946133
7.29E+06,2.702278826
7.29E+06,2.702544802
7.30E+06,2.702915914
7.30E+06,2.703205907
7.30E+06,2.703537957
7.30E+06,2.703894952
7.31E+06,2.704219392
7.31E+06,2.704521429
7.31E+06,2.704779219
7.31E+06,2.705122506
7.32E+06,2.705450316
7.32E+06,2.705766286
7.32E+06,2.706073883
7.32E+06,2.706393595
7.33E+06,2.706651751
7.33E+06,2.707014741
7.33E+06,2.707319175
7.33E+06,2.707603427
7.34E+06,2.707925111
7.34E+06,2.708228923
7.34E+06,2.708544112
7.34E+06,2.708852939
7.35E+06,2.709180885
7.35E+06,2.709467502
7.35E+06,2.709765844
7.35E+06,2.710080754
7.36E+06,2.71040294
7.36E+06,2.710729405
7.36E+06,2.710988904
7.36E+06,2.711290626
7.37E+06,2.711584115
7.37E+06,2.711897469
7.37E+06,2.712271491
7.37E+06,2.712526764
7.38E+06,2.712829646
7.38E+06,2.713134035
7.38E+06,2.713449363
7.38E+06,2.713729802
7.39E+06,2.714049191
7.39E+06,2.714333307
7.39E+06,2.714621603
7.39E+06,2.714908659
7.40E+06,2.715225573
7.40E+06,2.715555441
7.40E+06,2.715850672
7.40E+06,2.716118802
7.41E+06,2.716407042
7.41E+06,2.71668684
7.41E+06,2.717037744
7.41E+06,2.717322601
7.42E+06,2.71763526
7.42E+06,2.717905818
7.42E+06,2.718240918
7.42E+06,2.718537378
7.43E+06,2.718815907
7.43E+06,2.71908812
7.43E+06,2.719418677
7.43E+06,2.719710724
7.44E+06,2.720001364
7.44E+06,2.720305876
7.44E+06,2.720617951
7.44E+06,2.720852575
7.45E+06,2.72118536
7.45E+06,2.721503861
7.45E+06,2.721803932
7.45E+06,2.722109455
7.46E+06,2.722398373
7.46E+06,2.722615125
7.46E+06,2.722958617
7.46E+06,2.723253671
7.47E+06,2.723560412
7.47E+06,2.723861346
7.47E+06,2.724126686
7.47E+06,2.724435046
7.48E+06,2.724747587
7.48E+06,2.72502924
7.48E+06,2.725331746
7.48E+06,2.725623695
7.49E+06,2.725950606
7.49E+06,2.726236118
7.49E+06,2.726540355
7.49E+06,2.726811666
7.50E+06,2.727133051
7.50E+06,2.727342666
7.50E+06,2.727711631
7.50E+06,2.727905873
7.51E+06,2.728278187
7.51E+06,2.728554775
7.51E+06,2.728868614
7.51E+06,2.729160641
7.52E+06,2.729430646
7.52E+06,2.729710039
7.52E+06,2.73000518
7.52E+06,2.730308604
7.53E+06,2.730630222
7.53E+06,2.730946115
7.53E+06,2.731190423
7.53E+06,2.731524007
7.54E+06,2.731832278
7.54E+06,2.732146704
7.54E+06,2.732393601
7.54E+06,2.732681292
7.55E+06,2.732965012
7.55E+06,2.733292377
7.55E+06,2.733599713
7.55E+06,2.73389264
7.56E+06,2.734153302
7.56E+06,2.734431753
7.56E+06,2.73475729
7.56E+06,2.735085585
7.57E+06,2.735349569
7.57E+06,2.735601791
7.57E+06,2.735902822
7.57E+06,2.736222021
7.58E+06,2.736551515
7.58E+06,2.736817607
7.58E+06,2.737105744
7.58E+06,2.737352325
7.59E+06,2.737707061
7.59E+06,2.738003442
7.59E+06,2.738305552
7.59E+06,2.738594753
7.60E+06,2.738839352
7.60E+06,2.739133538
7.60E+06,2.739490927
7.60E+06,2.739755587
7.61E+06,2.740052433
7.61E+06,2.740312566
7.61E+06,2.740618508
7.61E+06,2.740938835
7.62E+06,2.741204037
7.62E+06,2.741516882
7.62E+06,2.741807916
7.62E+06,2.742103501
7.63E+06,2.74239303
7.63E+06,2.742661483
7.63E+06,2.743035938
7.63E+06,2.74328482
7.64E+06,2.743556368
7.64E+06,2.743873784
7.64E+06,2.744170059
7.64E+06,2.744486047
7.65E+06,2.744740641
7.65E+06,2.744990402
7.65E+06,2.74531056
7.65E+06,2.745608729
7.66E+06,2.74599594
7.66E+06,2.746218535
7.66E+06,2.746485634
7.66E+06,2.746750383
7.67E+06,2.747075572
7.67E+06,2.74744483
7.67E+06,2.747696846
7.67E+06,2.747954647
7.68E+06,2.748245714
7.68E+06,2.748577957
7.68E+06,2.748893055
7.68E+06,2.749205733
7.69E+06,2.749450895
7.69E+06,2.749718967
7.69E+06,2.7500084
7.69E+06,2.750354433
7.70E+06,2.750669527
7.70E+06,2.750892226
7.70E+06,2.751189678
7.70E+06,2.751458335
7.71E+06,2.751754698
7.71E+06,2.752076481
7.71E+06,2.752377989
7.71E+06,2.752663189
7.72E+06,2.752959216
7.72E+06,2.753225262
7.72E+06,2.753550836
7.72E+06,2.753887392
7.73E+06,2.754146575
7.73E+06,2.754391874
7.73E+06,2.754720359
7.73E+06,2.754998787
7.74E+06,2.755341746
7.74E+06,2.755609135
7.74E+06,2.755878635
7.74E+06,2.756135006
7.75E+06,2.756492378
7.75E+06,2.756791639
7.75E+06,2.757094049
7.75E+06,2.757318836
7.76E+06,2.757633743
7.76E+06,2.757925877
7.76E+06,2.758277399
7.76E+06,2.758517609
7.77E+06,2.758818497
7.77E+06,2.75909672
7.77E+06,2.759370007
7.77E+06,2.759699062
7.78E+06,2.760041455
7.78E+06,2.76028727
7.78E+06,2.760580074
7.78E+06,2.760855227
7.79E+06,2.761165265
7.79E+06,2.761449737
7.79E+06,2.761738485
7.79E+06,2.762073264
7.80E+06,2.76229241
7.80E+06,2.76257141
7.80E+06,2.762929952
7.80E+06,2.763240573
7.81E+06,2.763504471
7.81E+06,2.763836372
7.81E+06,2.764049711
7.81E+06,2.764436273
7.82E+06,2.764691644
7.82E+06,2.765008021
7.82E+06,2.765257855
7.82E+06,2.76550082
7.83E+06,2.76587074
7.83E+06,2.766204708
7.83E+06,2.766441518
7.83E+06,2.766734909
7.84E+06,2.767024895
7.84E+06,2.767277844
7.84E+06,2.767654326
7.84E+06,2.767906271
7.85E+06,2.768176733
7.85E+06,2.768484273
7.85E+06,2.768764439
7.85E+06,2.769076074
7.86E+06,2.76936699
7.86E+06,2.769649856
7.86E+06,2.769983464
7.86E+06,2.770213157
7.87E+06,2.770486859
7.87E+06,2.770855157
7.87E+06,2.77112673
7.87E+06,2.771427411
7.88E+06,2.771682388
7.88E+06,2.771951732
7.88E+06,2.772298819
7.88E+06,2.772551417
7.89E+06,2.772848257
7.89E+06,2.773156776
7.89E+06,2.773421757
7.89E+06,2.773748161
7.90E+06,2.77406171
7.90E+06,2.774353402
7.90E+06,2.774628621
7.90E+06,2.774874165
7.91E+06,2.775180764
7.91E+06,2.775511923
7.91E+06,2.77576632
7.91E+06,2.776052183
7.92E+06,2.776345404
7.92E+06,2.776596672
7.92E+06,2.776973627
7.92E+06,2.777252484
7.93E+06,2.777516822
7.93E+06,2.777833417
7.93E+06,2.778075965
7.93E+06,2.778426166
7.94E+06,2.778723936
7.94E+06,2.779000219
7.94E+06,2.779285349
7.94E+06,2.779541013
7.95E+06,2.779842834
7.95E+06,2.780208152
7.95E+06,2.780514061
7.95E+06,2.780792987
7.96E+06,2.781047526
7.96E+06,2.781262048
7.96E+06,2.78160248
7.96E+06,2.781872743
7.97E+06,2.782257247
7.97E+06,2.782476954
7.97E+06,2.782784353
7.97E+06,2.783074337
7.98E+06,2.783342246
7.98E+06,2.78370073
7.98E+06,2.783975333
7.98E+06,2.784249189
7.99E+06,2.784511913
7.99E+06,2.784870228
7.99E+06,2.785144654
7.99E+06,2.785434061
8.00E+06,2.785691784
8.00E+06,2.785957715
8.00E+06,2.786298555
8.00E+06,2.786578093
8.01E+06,2.786864413
8.01E+06,2.787174292
8.01E+06,2.787452066
8.01E+06,2.787705324
8.02E+06,2.78802185
8.02E+06,2.788397648
8.02E+06,2.788627154
8.02E+06,2.788816418
8.03E+06,2.789199787
8.03E+06,2.78947819
8.03E+06,2.789804487
8.03E+06,2.790128668
8.04E+06,2.790388955
8.04E+06,2.79063109
8.04E+06,2.79089765
8.04E+06,2.791300324
8.05E+06,2.791542893
8.05E+06,2.791801482
8.05E+06,2.792079548
8.05E+06,2.792347958
8.06E+06,2.79268839
8.06E+06,2.79300094
8.06E+06,2.793279508
8.06E+06,2.793582655
8.07E+06,2.793868165
8.07E+06,2.794146127
8.07E+06,2.79447668
8.07E+06,2.794774993
8.08E+06,2.795032182
8.08E+06,2.795291807
8.08E+06,2.795600268
8.08E+06,2.795923872
8.09E+06,2.796237513
8.09E+06,2.796494763
8.09E+06,2.796787651
8.09E+06,2.797070547
8.10E+06,2.797382983
8.10E+06,2.797651834
8.10E+06,2.797968385
8.10E+06,2.79820471
8.11E+06,2.798500188
8.11E+06,2.798833307
8.11E+06,2.799097581
8.11E+06,2.799384825
8.12E+06,2.79965046
8.12E+06,2.799978039
8.12E+06,2.80023302
8.12E+06,2.800621187
8.13E+06,2.800836326
8.13E+06,2.80114044
8.13E+06,2.801430025
8.13E+06,2.801677627
8.14E+06,2.801990138
8.14E+06,2.802282031
8.14E+06,2.802631539
8.14E+06,2.802831984
8.15E+06,2.80313198
8.15E+06,2.803433914
8.15E+06,2.803783313
8.15E+06,2.804079374
8.16E+06,2.804377422
8.16E+06,2.804614614
8.16E+06,2.804889252
8.16E+06,2.805206011
8.17E+06,2.805539275
8.17E+06,2.8058212
8.17E+06,2.806092091
8.17E+06,2.806336205
8.18E+06,2.806624333
8.18E+06,2.806978633
8.18E+06,2.807246711
8.18E+06,2.807560723
8.19E+06,2.807814768
8.19E+06,2.808089863
8.19E+06,2.808429448
8.19E+06,2.808715626
8.20E+06,2.80900252
8.20E+06,2.809267695
8.20E+06,2.809576457
8.20E+06,2.809824193
8.21E+06,2.810201458
8.21E+06,2.810434638
8.21E+06,2.810744149
8.21E+06,2.811014254
8.22E+06,2.81130641
8.22E+06,2.8116474
8.22E+06,2.811903816
8.22E+06,2.81221357
8.23E+06,2.812454976
8.23E+06,2.812755767
8.23E+06,2.813073929
8.23E+06,2.813396365
8.24E+06,2.813631542
8.24E+06,2.813951005
8.24E+06,2.814223344
8.24E+06,2.814552495
8.25E+06,2.814825809
8.25E+06,2.815185041
8.25E+06,2.815419258
8.25E+06,2.815661902
8.26E+06,2.815971471
8.26E+06,2.816314815
8.26E+06,2.81659495
8.26E+06,2.816877273
8.27E+06,2.817150783
8.27E+06,2.81737002
8.27E+06,2.817708555
8.27E+06,2.81802095
8.28E+06,2.818364974
8.28E+06,2.818574832
8.28E+06,2.818895564
8.28E+06,2.819151576
8.29E+06,2.819434948
8.29E+06,2.819752355
8.29E+06,2.820032097
8.29E+06,2.820298583
8.30E+06,2.820597573
8.30E+06,2.820939126
8.30E+06,2.821235775
8.30E+06,2.82155153
8.31E+06,2.821830683
8.31E+06,2.822023431
8.31E+06,2.822388989
8.31E+06,2.822691402
8.32E+06,2.823007229
8.32E+06,2.82322147
8.32E+06,2.82352509
8.32E+06,2.823750051
8.33E+06,2.824145672
8.33E+06,2.824423304
8.33E+06,2.824725937
8.33E+06,2.824943664
8.34E+06,2.825262483
8.34E+06,2.825552209
8.34E+06,2.825845815
8.34E+06,2.826169252
8.35E+06,2.826443294
8.35E+06,2.826681918
8.35E+06,2.826980913
8.35E+06,2.827343111
8.36E+06,2.827614208
8.36E+06,2.827927889
8.36E+06,2.828109761
8.36E+06,2.828438115
8.37E+06,2.828732278
8.37E+06,2.82906719
8.37E+06,2.829330749
8.37E+06,2.829672424
8.38E+06,2.829986779
8.38E+06,2.830166776
8.38E+06,2.830506801
8.38E+06,2.830792297
8.39E+06,2.831086242
8.39E+06,2.83135502
8.39E+06,2.831614751
8.39E+06,2.832015358
8.40E+06,2.832318863
8.40E+06,2.832529816
8.40E+06,2.832828606
8.40E+06,2.833105577
8.41E+06,2.833422373
8.41E+06,2.833702843
8.41E+06,2.833963695
8.41E+06,2.834278609
8.42E+06,2.834623398
8.42E+06,2.83484868
8.42E+06,2.835170436
8.42E+06,2.835490596
8.43E+06,2.835716413
8.43E+06,2.836046464
8.43E+06,2.836286371
8.43E+06,2.836606573
8.44E+06,2.83693773
8.44E+06,2.837218628
8.44E+06,2.837487701
8.44E+06,2.837814066
8.45E+06,2.838076848
8.45E+06,2.838427215
8.45E+06,2.838670221
8.45E+06,2.839029793
8.46E+06,2.839244536
8.46E+06,2.839483668
8.46E+06,2.839790289
8.46E+06,2.840185974
8.47E+06,2.840450919
8.47E+06,2.840728508
8.47E+06,2.841044428
8.47E+06,2.841273904
8.48E+06,2.841594091
8.48E+06,2.841927763
8.48E+06,2.842153418
8.48E+06,2.842441594
8.49E+06,2.84273846
8.49E+06,2.843048669
8.49E+06,2.843320965
8.49E+06,2.843636409
8.50E+06,2.84393621
8.50E+06,2.844175798
8.50E+06,2.844440071
8.50E+06,2.844788698
8.51E+06,2.84515547
8.51E+06,2.845380903
8.51E+06,2.845684357
8.51E+06,2.845913105
8.52E+06,2.846214293
8.52E+06,2.846600416
8.52E+06,2.846855482
8.52E+06,2.84712942
8.53E+06,2.847388763
8.53E+06,2.847744378
