Time,DeliveryPower,SetPower,RFVoltage,RFCurrent,DCVoltage,DCCurrent,RFPhase,RF,QFR,RealPlasmaImpedance,ImaginaryPlasmaImpedance,RunMode,Interlock
2022/05/27 18:24:09,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:09,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:09,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:10,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:10,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:10,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:10,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:11,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:12,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:12,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:12,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:12,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:13,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:13,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:13,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:13,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:14,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:14,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:14,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:14,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:15,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:15,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:15,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:15,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:16,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:16,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:16,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:16,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:17,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:17,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:17,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:17,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:18,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:18,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:18,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:18,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:19,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:19,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:19,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:19,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:20,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:20,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:20,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:20,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:21,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:21,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:21,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:21,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:22,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:22,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:22,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:22,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:22,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:23,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:23,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:23,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:24,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:24,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:24,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:24,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:24,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:25,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:25,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:25,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:25,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:26,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:26,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:26,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:26,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:27,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:27,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:27,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:27,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:28,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:28,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:28,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:28,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:29,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:29,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:29,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:29,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:30,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:30,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:30,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:30,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:31,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:31,0,1,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:31,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:31,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:32,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:32,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:32,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:32,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:33,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:33,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:33,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:33,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:34,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:34,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:34,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:34,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:35,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:35,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:35,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:35,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:36,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:36,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:36,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:36,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:37,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:37,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:37,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:37,0,0,0,0,0,0,0,0,0,0,0,1,0
2022/05/27 18:24:38,0,0,0,0,0,0,0,0,0,0,0,2,0
2022/05/27 18:24:38,0,0,0,0,0,0,0,0,0,0,0,2,0
2022/05/27 18:24:38,0,0,0,0,0,0,0,0,0,0,0,2,0
2022/05/27 18:24:38,0,595,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:38,0,598,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:39,0,598,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:39,0,598,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:39,0,597,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:39,0,597,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:40,0,597,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:40,0,598,0,0,0,0,0,0,0,0,0,4,0
2022/05/27 18:24:40,598,598,144.7,4,279.4,1.5,0,3.203026,1,35.9,0,4,0
2022/05/27 18:24:40,598,598,144.7,4,279.4,1.5,0,3.203026,1,35.9,0,4,0
2022/05/27 18:24:41,598,598,144.7,4,279.4,1.5,0,3.203026,1,35.9,0,4,0
2022/05/27 18:24:41,599,598,171.4,3.4,277.4,2,0,3.202499,1,49.1,0,4,0
2022/05/27 18:24:41,599,598,175.3,3.4,276.9,2.1,0,3.203553,1,51.3,0,4,0
2022/05/27 18:24:41,599,598,175.3,3.4,277,2.1,0,3.200918,1,51.3,0,4,0
2022/05/27 18:24:42,599,598,175.3,3.4,277,2.1,0,3.200918,1,51.3,0,4,0
2022/05/27 18:24:42,599,598,175.4,3.4,277.1,2.1,0,3.201972,1,51.3,0,4,0
2022/05/27 18:24:42,599,598,175.3,3.4,277.1,2.1,0,3.202499,1,51.4,0,4,0
2022/05/27 18:24:43,598,597,175.4,3.4,277.1,2.1,0,3.199864,1,51.4,0,4,0
2022/05/27 18:24:43,598,597,175.4,3.4,277.1,2.1,0,3.199864,1,51.4,0,4,0
2022/05/27 18:24:43,598,597,175.4,3.4,277.1,2.1,0,3.199864,1,51.4,0,4,0
2022/05/27 18:24:43,599,598,175.4,3.4,277.1,2.1,0,3.201972,1,51.4,0,4,0
2022/05/27 18:24:43,599,598,175.4,3.4,277.2,2.1,0,3.201972,1,51.4,0,4,0
2022/05/27 18:24:44,599,598,175.4,3.4,277.2,2.1,0,3.201972,1,51.4,0,4,0
2022/05/27 18:24:44,599,598,175.5,3.4,277.2,2.1,0,3.201445,1,51.4,0,4,0
2022/05/27 18:24:44,599,598,175.5,3.4,277.3,2.1,0,3.200391,1,51.4,0,4,0
2022/05/27 18:24:44,598,597,175.5,3.4,277.3,2.1,0,3.201445,1,51.5,0,4,0
2022/05/27 18:24:45,598,597,175.5,3.4,277.3,2.1,0,3.201445,1,51.5,0,4,0
2022/05/27 18:24:45,598,597,175.5,3.4,277.3,2.1,0,3.201445,1,51.5,0,4,0
2022/05/27 18:24:45,599,598,175.5,3.4,277.3,2.1,0,3.202499,1,51.4,0,4,0
2022/05/27 18:24:45,599,598,175.5,3.4,277.4,2.1,0,3.199864,1,51.4,0,4,0
