,principal_component1
1653675360,-0.8471666565958121
1653675361,-0.8471666565958121
1653675361,-0.8471666565958121
1653675361,-0.8471666565958121
1653675361,-0.8471666565958121
1653675362,-0.8471666565958121
1653675362,-0.8471666565958121
1653675362,-0.8463622108760529
1653675362,-0.8463622108760529
1653675362,-0.8471666565958121
1653675363,-0.8471666565958121
1653675363,-0.8471666565958121
1653675363,-0.8471666565958121
1653675363,-0.8471666565958121
1653675364,-0.8471666565958121
1653675364,-0.8471666565958121
1653675364,-0.8192573939744643
1653675364,-0.7621417478715604
1653675365,-0.44487836370712086
1653675365,-0.44487836370712086
1653675365,-0.44487836370712086
1653675365,-0.44487836370712086
1653675366,-0.44487836370712086
1653675366,-0.44487836370712086
1653675366,-0.44568280942688004
1653675366,-0.44487836370712086
1653675367,-0.44487836370712086
1653675367,-0.44487836370712086
1653675367,2.1323137401406935
1653675367,2.1309038162298357
1653675368,2.1309038162298357
1653675368,2.168724700954636
1653675368,2.1687888108315803
1653675368,2.1687888108315803
1653675369,2.1687888108315803
1653675369,2.170014653594001
1653675369,2.170014653594001
1653675369,2.170014653594001
1653675369,2.1697749135197584
1653675370,2.1687349560435267
1653675370,2.1687349560435267
1653675370,2.1687349560435267
1653675370,2.168724700954636
1653675371,2.168724700954636
1653675371,2.168724700954636
1653675371,2.168724700954636
1653675371,2.168673067877857
1653675372,2.168673067877857
1653675372,2.168563136590477
1653675372,2.1684451719254794
1653675372,2.1684451719254794
1653675373,2.1684451719254794
1653675373,2.167968298356589
1653675373,2.167968298356589
1653675373,2.167968298356589
1653675373,2.1679122218572613
1653675374,2.167750657493101
1653675374,2.167750657493101
1653675374,2.167860588780482
1653675374,2.167750657493101
1653675375,2.1675028840412423
1653675375,2.1675028840412423
1653675375,2.1683252006539853
1653675375,2.168435131941367
1653675376,2.168435131941367
1653675376,2.172291703665821
1653675376,2.174897303794775
1653675376,2.174897303794775
1653675377,2.174897303794775
1653675377,2.17899383069825
1653675377,2.1790579405751935
1653675377,2.1790579405751935
1653675377,2.1788861211221437
1653675378,2.177835908557022
1653675378,2.177835908557022
1653675378,2.177835908557022
1653675378,2.1777038780588858
1653675379,2.1769016540504014
1653675379,2.1769016540504014
1653675379,2.1769474754608384
1653675379,2.1764259846461647
1653675380,2.1764259846461647
1653675380,2.1764259846461647
1653675380,2.1764798394342177
1653675380,2.1768936206727854
1653675381,2.1768936206727854
1653675381,2.1768936206727854
1653675381,1.8618315160046701
1653675381,-0.8447533194365346
1653675382,-0.8447533194365346
1653675382,-0.8447533194365346
1653675382,-0.8471666565958121
1653675382,-0.8463622108760529
1653675383,-0.8463622108760529
1653675383,-0.8463622108760529
1653675383,-0.8471666565958121
1653675383,-0.8471666565958121
1653675384,-0.8471666565958121
1653675384,-0.8463622108760529
1653675384,-0.8471666565958121
1653675384,-0.8471666565958121
1653675384,-0.8471666565958121
1653675385,-0.8471666565958121
1653675385,-0.8471666565958121
1653675385,-0.8471666565958121
1653675385,-0.8471666565958121
1653675386,-0.8471666565958121
1653675386,-0.8471666565958121
1653675386,-0.8471666565958121
1653675386,-0.8471666565958121
1653675387,-0.8471666565958121
1653675387,-0.8471666565958121
1653675387,-0.8471666565958121
1653675387,-0.8471666565958121
1653675388,-0.8471666565958121
1653675388,-0.8471666565958121
1653675388,-0.8471666565958121
1653675388,-0.8471666565958121
1653675389,-0.8471666565958121
1653675389,-0.8471666565958121
1653675389,-0.8471666565958121
1653675389,-0.8471666565958121
1653675389,-0.8471666565958121
1653675390,-0.8471666565958121
1653675390,-0.8471666565958121
1653675390,-0.8471666565958121
1653675390,-0.8471666565958121
1653675391,-0.8471666565958121
1653675391,-0.8471666565958121
1653675391,-0.8471666565958121
1653675391,-0.8471666565958121
1653675392,-0.8471666565958121
1653675392,-0.8471666565958121
1653675392,-0.8463622108760529
1653675392,-0.8463622108760529
1653675393,-0.8471666565958121
1653675393,-0.8471666565958121
1653675393,-0.8471666565958121
1653675393,-0.8471666565958121
1653675393,-0.8471666565958121
1653675394,-0.8471666565958121
1653675394,-0.8471666565958121
1653675394,-0.8471666565958121
1653675394,-0.8471666565958121
1653675395,-0.8471666565958121
1653675395,-0.8471666565958121
1653675395,-0.8471666565958121
1653675395,-0.8471666565958121
1653675396,-0.8471666565958121
1653675396,-0.8471666565958121
1653675396,-0.8471666565958121
1653675396,-0.8471666565958121
1653675397,-0.8471666565958121
1653675397,-0.8471666565958121
1653675397,-0.8471666565958121
1653675397,-0.8471666565958121
1653675398,-0.8471666565958121
1653675398,-0.8471666565958121
1653675398,-0.8471666565958121
1653675398,-0.8471666565958121
1653675399,-0.8471666565958121
1653675399,-0.8463622108760529
1653675399,-0.8463622108760529
1653675399,-0.8463622108760529
1653675399,-0.8471666565958121
1653675400,-0.8471666565958121
1653675400,-0.8471666565958121
1653675400,-0.8471666565958121
1653675400,-0.8471666565958121
1653675401,-0.8471666565958121
1653675401,-0.8471666565958121
1653675401,-0.8471666565958121
1653675401,-0.8471666565958121
1653675402,-0.8471666565958121
1653675402,-0.8471666565958121
1653675402,-0.8463622108760529
1653675402,-0.8463622108760529
1653675402,-0.8463622108760529
1653675403,-0.8471666565958121
1653675403,-0.8471666565958121
1653675403,-0.8471666565958121
1653675403,-0.8463622108760529
1653675404,-0.8463622108760529
1653675404,-0.8463622108760529
1653675404,-0.8463622108760529
1653675404,-0.8471666565958121
1653675405,-0.8471666565958121
1653675405,-0.8471666565958121
1653675405,-0.8471666565958121
1653675405,-0.8463622108760529
1653675406,-0.8463622108760529
1653675406,-0.8471666565958121
1653675406,-0.8471666565958121
1653675406,-0.8471666565958121
1653675406,-0.8471666565958121
1653675407,-0.8471666565958121
1653675407,-0.8471666565958121
1653675407,-0.8471666565958121
1653675407,-0.8471666565958121
1653675408,-0.8471666565958121
1653675408,-0.8471666565958121
1653675408,-0.8471666565958121
1653675408,-0.8471666565958121
1653675409,-0.8471666565958121
1653675409,-0.8471666565958121
1653675409,-0.8463622108760529
1653675409,-0.8463622108760529
1653675410,-0.8463622108760529
1653675410,-0.8471666565958121
1653675410,-0.8200618396942235
1653675410,-0.8200618396942235
1653675410,-0.8184529482547052
1653675411,-0.4899273240136367
1653675411,-0.4899273240136367
1653675411,-0.4899273240136367
1653675411,-0.44568280942688004
1653675412,-0.44568280942688004
1653675412,-0.44568280942688004
1653675412,-0.44568280942688004
1653675412,-0.44487836370712086
1653675413,-0.44487836370712086
1653675413,0.513852835419965
1653675413,2.1592547033586342
1653675413,2.1592547033586342
1653675414,2.1592547033586342
1653675414,2.173784551018647
1653675414,2.1746428515264595
1653675414,2.1746428515264595
1653675414,2.173830372429084
1653675415,2.1729720719212717
1653675415,2.1729720719212717
1653675415,2.1729720719212717
1653675415,2.1729720719212717
1653675416,2.173408557812901
1653675416,2.1736046981879804
1653675416,2.1736046981879804
1653675416,2.1736046981879804
1653675417,2.1761908327065727
1653675417,2.1753863869868137
1653675417,2.1753863869868137
1653675417,2.17630879737157
1653675418,2.1767101018099724
1653675418,2.1767101018099724
1653675418,2.1767101018099724
1653675418,2.1766562470219197
1653675419,2.1757440917260533
1653675419,2.1757440917260533
1653675419,2.1758620563910505
1653675419,2.1760338758441007
1653675420,2.1760338758441007
1653675420,2.1760338758441007
1653675420,2.1777289763713186
1653675420,2.1778366859474247
1653675420,2.1778366859474247
1653675421,2.1770322402276654
1653675421,2.1769783854396123
1653675421,2.1769783854396123
1653675421,2.1769783854396123
1653675422,2.1757543468149434
1653675422,2.175915911179104
1653675422,2.175915911179104
1653675422,2.175808201602997
1653675423,2.1757440917260533
1653675423,2.1757440917260533
1653675423,2.1753966420757043
1653675423,2.174691872554436
1653675424,2.174691872554436
1653675424,2.174691872554436
1653675424,2.174334167815196
1653675424,2.174280313027142
1653675425,2.174280313027142
1653675425,2.1753783536091973
1653675425,2.176083123130466
1653675425,2.175797946514107
1653675425,2.175797946514107
1653675426,2.176912268956172
1653675426,2.177910633339737
1653675426,2.177910633339737
1653675426,2.177782831159371
1653675427,2.175926166267994
1653675427,2.2524724953947466
1653675427,2.2524724953947466
1653675427,-0.5985929291902159
1653675428,-0.8463622108760529
1653675428,-0.8463622108760529
1653675428,-0.8463622108760529
1653675428,-0.8471666565958121
1653675429,-0.8463622108760529
1653675429,-0.8463622108760529
1653675429,-0.8471666565958121
1653675429,-0.8471666565958121
1653675430,-0.8471666565958121
1653675430,-0.8471666565958121
1653675430,-0.8463622108760529
1653675430,-0.8471666565958121
1653675430,-0.8471666565958121
1653675431,-0.8471666565958121
1653675431,-0.8471666565958121
1653675431,-0.8471666565958121
1653675431,-0.8471666565958121
1653675432,-0.8471666565958121
1653675432,-0.8471666565958121
1653675432,-0.8471666565958121
1653675432,-0.8471666565958121
1653675433,-0.8471666565958121
1653675433,-0.8471666565958121
1653675433,-0.8471666565958121
1653675433,-0.8471666565958121
1653675434,-0.8471666565958121
1653675434,-0.8471666565958121
1653675434,-0.8471666565958121
1653675434,-0.8471666565958121
1653675435,-0.8471666565958121
1653675435,-0.8471666565958121
1653675435,-0.8471666565958121
1653675435,-0.8463622108760529
1653675436,-0.8463622108760529
1653675436,-0.8463622108760529
1653675436,-0.8471666565958121
1653675436,-0.8463622108760529
1653675436,-0.8463622108760529
1653675437,-0.8471666565958121
1653675437,-0.8463622108760529
1653675437,-0.8463622108760529
1653675437,-0.8463622108760529
1653675438,-0.8471666565958121
1653675438,-0.8463622108760529
1653675438,-0.8463622108760529
1653675438,-0.8471666565958121
1653675439,-0.8471666565958121
1653675439,-0.8471666565958121
1653675439,-0.8471666565958121
1653675439,-0.8463622108760529
1653675440,-0.8471666565958121
1653675440,-0.8471666565958121
1653675440,-0.8471666565958121
1653675440,-0.8471666565958121
1653675441,-0.8471666565958121
1653675441,-0.8471666565958121
1653675441,-0.8463622108760529
1653675441,-0.8471666565958121
1653675441,-0.8471666565958121
1653675442,-0.8471666565958121
1653675442,-0.8471666565958121
1653675442,-0.8471666565958121
1653675442,-0.8471666565958121
1653675443,-0.8471666565958121
1653675443,-0.8471666565958121
1653675443,-0.8471666565958121
1653675443,-0.8471666565958121
1653675444,-0.8463622108760529
1653675444,-0.8463622108760529
1653675444,-0.8463622108760529
1653675444,-0.8471666565958121
1653675445,-0.8463622108760529
1653675445,-0.8463622108760529
1653675445,-0.8463622108760529
1653675445,-0.8471666565958121
1653675446,-0.8471666565958121
1653675446,-0.8471666565958121
1653675446,-0.8471666565958121
1653675446,-0.8471666565958121
1653675446,-0.8471666565958121
1653675447,-0.8471666565958121
1653675447,-0.8471666565958121
1653675447,-0.8471666565958121
1653675447,-0.8471666565958121
1653675448,-0.8471666565958121
1653675448,-0.8471666565958121
1653675448,-0.8471666565958121
1653675448,-0.8471666565958121
1653675449,-0.8471666565958121
1653675449,-0.8471666565958121
1653675449,-0.8471666565958121
1653675449,-0.8471666565958121
1653675450,-0.8471666565958121
1653675450,-0.8463622108760529
1653675450,-0.8463622108760529
1653675450,-0.8463622108760529
1653675451,-0.8471666565958121
1653675451,-0.8471666565958121
1653675451,-0.8471666565958121
1653675451,-0.8463622108760529
1653675452,-0.8463622108760529
1653675452,-0.8463622108760529
1653675452,-0.8471666565958121
1653675452,-0.8463622108760529
1653675453,-0.8463622108760529
1653675453,-0.8463622108760529
1653675453,-0.8471666565958121
1653675453,-0.8471666565958121
1653675453,-0.8471666565958121
1653675454,-0.8471666565958121
1653675454,-0.8471666565958121
1653675454,-0.8471666565958121
1653675454,-0.8463622108760529
1653675455,-0.8471666565958121
1653675455,-0.8471666565958121
1653675455,-0.8471666565958121
1653675455,-0.8471666565958121
1653675456,-0.8471666565958121
1653675456,-0.8471666565958121
1653675456,-0.8471666565958121
1653675456,-0.7959284681014472
1653675457,-0.7959284681014472
1653675457,-0.7959284681014472
1653675457,-0.44568280942688004
1653675457,-0.44568280942688004
1653675457,-0.44568280942688004
1653675458,-0.44568280942688004
1653675458,-0.44568280942688004
1653675458,-0.44568280942688004
1653675458,-0.44568280942688004
1653675459,-0.44487836370712086
1653675459,-0.44487836370712086
1653675459,-0.44487836370712086
1653675459,2.1332131595509125
1653675460,2.134683603168453
1653675460,2.134683603168453
1653675460,2.167295431531853
1653675460,2.166355150254112
1653675460,2.166355150254112
1653675461,2.166355150254112
1653675461,2.166355150254112
1653675461,2.1691559071674784
1653675461,2.1691559071674784
1653675462,2.1699309887847567
1653675462,2.175726003701771
1653675462,2.175726003701771
1653675462,2.17753463115584
1653675463,2.1769160707222706
1653675463,2.1769160707222706
1653675463,2.1769160707222706
1653675463,2.1770340353872673
1653675464,2.177087890175321
1653675464,2.177087890175321
1653675464,2.1787787623847668
1653675464,2.177205854840318
1653675465,2.177205854840318
1653675465,2.177205854840318
1653675465,2.178073992863498
1653675465,2.1787146525078227
1653675465,2.1787146525078227
1653675466,2.177087890175321
1653675466,2.177153804190016
1653675466,2.1766682972704112
1653675466,2.1766682972704112
1653675467,2.1758638515506523
1653675467,2.1762567377431186
1653675467,2.1762567377431186
1653675467,2.1753343273583625
1653675468,2.1754981134337963
1653675468,2.1754981134337963
1653675468,2.1754981134337963
1653675468,2.1746936677140374
1653675469,2.1759669536250716
1653675469,2.1759669536250716
1653675469,2.1749048969380853
1653675469,2.1740363413413824
1653675469,2.1740363413413824
1653675470,2.1740363413413824
1653675470,2.1739183766763848
1653675470,2.1739183766763848
1653675470,2.1739183766763848
1653675471,2.172866157504767
1653675471,2.1736167484364732
1653675471,2.1736167484364732
1653675471,2.172694338051716
1653675472,2.172262685920166
1653675472,2.172262685920166
1653675472,2.173141079032236
1653675472,2.173141079032236
1653675472,2.173141079032236
1653675473,2.173141079032236
1653675473,2.2545734944019986
1653675473,-0.6629485867709527
1653675473,-0.6629485867709527
1653675474,-0.8463622108760529
1653675474,-0.8471666565958121
1653675474,-0.8471666565958121
1653675474,-0.8463622108760529
1653675475,-0.8471666565958121
1653675475,-0.8471666565958121
1653675475,-0.8471666565958121
1653675475,-0.8471666565958121
1653675476,-0.8471666565958121
1653675476,-0.8471666565958121
1653675476,-0.8463622108760529
1653675476,-0.8471666565958121
1653675477,-0.8471666565958121
1653675477,-0.8471666565958121
1653675478,-0.8471666565958121
1653675478,-0.8471666565958121
1653675478,-0.8463622108760529
1653675478,-0.8463622108760529
1653675479,-0.8463622108760529
1653675479,-0.8463622108760529
1653675479,-0.8471666565958121
1653675479,-0.8471666565958121
1653675480,-0.8471666565958121
1653675480,-0.8471666565958121
1653675480,-0.8471666565958121
1653675480,-0.8471666565958121
1653675481,-0.8471666565958121
1653675481,-0.8471666565958121
1653675481,-0.8471666565958121
1653675481,-0.8471666565958121
1653675482,-0.8471666565958121
1653675482,-0.8471666565958121
1653675482,-0.8471666565958121
1653675482,-0.8471666565958121
1653675483,-0.8471666565958121
1653675483,-0.8471666565958121
1653675483,-0.8471666565958121
1653675483,-0.8471666565958121
1653675484,-0.8471666565958121
1653675484,-0.8471666565958121
1653675484,-0.8471666565958121
1653675484,-0.8471666565958121
1653675485,-0.8471666565958121
1653675485,-0.8463622108760529
1653675485,-0.8463622108760529
1653675485,-0.8463622108760529
1653675485,-0.8471666565958121
1653675486,-0.8471666565958121
1653675486,-0.8471666565958121
1653675486,-0.8471666565958121
1653675486,-0.8463622108760529
1653675487,-0.8463622108760529
1653675487,-0.8471666565958121
1653675487,-0.8471666565958121
1653675487,-0.8471666565958121
1653675488,-0.8471666565958121
1653675488,-0.8463622108760529
1653675488,-0.8463622108760529
1653675488,-0.8463622108760529
1653675488,-0.8471666565958121
1653675489,-0.8471666565958121
1653675489,-0.8471666565958121
1653675489,-0.8463622108760529
1653675489,-0.8471666565958121
1653675490,-0.8471666565958121
1653675490,-0.8471666565958121
1653675490,-0.8471666565958121
1653675490,-0.8471666565958121
1653675491,-0.8471666565958121
1653675491,-0.8471666565958121
1653675491,-0.8471666565958121
1653675491,-0.8471666565958121
1653675492,-0.8471666565958121
1653675492,-0.8471666565958121
1653675492,-0.8471666565958121
1653675492,-0.8471666565958121
1653675492,-0.8471666565958121
1653675493,-0.8471666565958121
1653675493,-0.8471666565958121
1653675493,-0.8471666565958121
1653675493,-0.8471666565958121
1653675494,-0.8471666565958121
1653675494,-0.8471666565958121
1653675494,-0.8471666565958121
1653675494,-0.8463622108760529
1653675495,-0.8463622108760529
1653675495,-0.8463622108760529
1653675495,-0.8471666565958121
1653675495,-0.8471666565958121
1653675496,-0.8471666565958121
1653675496,-0.8463622108760529
1653675496,-0.8471666565958121
1653675496,-0.8471666565958121
1653675497,-0.8471666565958121
1653675497,-0.8471666565958121
1653675497,-0.8471666565958121
1653675497,-0.8471666565958121
1653675497,-0.8471666565958121
1653675498,-0.8471666565958121
1653675498,-0.8471666565958121
1653675498,-0.8471666565958121
1653675498,-0.8463622108760529
1653675499,-0.8463622108760529
1653675499,-0.8463622108760529
1653675499,-0.8463622108760529
1653675499,-0.8471666565958121
1653675500,-0.8471666565958121
1653675500,-0.8463622108760529
1653675500,-0.8471666565958121
1653675500,-0.8463622108760529
1653675501,-0.8463622108760529
1653675501,-0.8463622108760529
1653675501,-0.8471666565958121
1653675501,-0.8471666565958121
1653675502,-0.8471666565958121
1653675502,-0.8471666565958121
1653675502,-0.8200618396942235
1653675502,-0.8104084910571133
1653675503,-0.8104084910571133
1653675503,-0.4698161810196565
1653675503,-0.44487836370712086
1653675503,-0.44487836370712086
1653675504,-0.44568280942688004
1653675504,-0.44568280942688004
1653675504,-0.44568280942688004
1653675504,-0.44568280942688004
1653675504,-0.44568280942688004
1653675505,0.21292477455589223
1653675505,0.21292477455589223
1653675505,2.1726807830186785
1653675505,2.171982457842052
1653675506,2.1712162120442327
1653675506,2.1712162120442327
1653675506,2.1702301093560554
1653675506,2.1713361833157268
1653675507,2.1713361833157268
1653675507,2.171749964554294
1653675507,2.1720037647772727
1653675507,2.1720037647772727
1653675508,2.1720037647772727
1653675508,2.1731200938258337
1653675508,2.173978394333646
1653675508,2.173978394333646
1653675508,2.1740322491216997
1653675509,2.174150636177191
1653675509,2.174150636177191
1653675509,2.174150636177191
1653675509,2.174086103909753
1653675510,2.1731739486138872
1653675510,2.1731739486138872
1653675510,2.1740322491216997
1653675510,2.172992291645469
1653675511,2.172992291645469
1653675511,2.172798372981663
1653675511,2.1738604296686495
1653675511,2.1738604296686495
1653675512,2.1738604296686495
1653675512,2.1717682530208005
1653675512,2.171582367734611
1653675512,2.171582367734611
1653675513,2.17175799793191
1653675513,2.1717682530208005
1653675513,2.1717682530208005
1653675513,2.1717682530208005
1653675513,2.1720037647772727
1653675514,2.172808210497031
