,principal_component1,principal_component2,principal_component3
1653675308,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675308,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675308,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675308,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675309,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675309,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675309,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675309,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675309,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675310,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675310,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675310,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675310,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675311,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675311,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675311,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675311,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675312,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675312,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675312,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675312,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675313,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675313,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675313,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675313,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675314,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675314,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675314,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675314,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675314,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675315,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675315,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675315,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675315,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675316,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675316,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675316,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675316,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675317,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675317,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675317,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675317,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675318,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675318,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675318,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675318,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675318,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675319,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675319,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675319,-0.8192573939744642,0.020406820922405058,0.033327555625751966
1653675319,-0.8200618396942233,0.01837891674113443,0.03360599136970489
1653675320,-0.8200618396942233,0.01837891674113443,0.03360599136970489
1653675320,-0.5027984555297877,0.834463523212097,0.008156288365499838
1653675320,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675320,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675321,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675321,-0.4456828094268847,0.9784447200823108,-0.011612649455155758
1653675321,-0.4456828094268847,0.9784447200823108,-0.011612649455155758
1653675321,-0.4456828094268847,0.9784447200823108,-0.011612649455155758
1653675322,-0.4456828094268847,0.9784447200823108,-0.011612649455155758
1653675322,1.7922628648207872,0.11505292474756856,-0.4127730551354349
1653675322,1.7922628648207872,0.11505292474756856,-0.4127730551354349
1653675322,2.1158534649717393,-0.009289556732864203,0.006633933869818254
1653675322,2.1203631731406833,-0.011089327178341409,0.0018354456755392474
1653675323,2.1203631731406833,-0.011089327178341409,0.0018354456755392474
1653675323,2.1669596589013143,-0.027066288449927343,0.004883247259590514
1653675323,2.1658119918489764,-0.028955049702734343,0.0030552426446435704
1653675323,2.1658119918489764,-0.028955049702734343,0.0030552426446435704
1653675324,2.1658119918489764,-0.028955049702734343,0.0030552426446435704
1653675324,2.1692781141970174,-0.028071205323957533,0.0026182300937190213
1653675324,2.171841137642637,-0.029066792240340658,-0.00012152836989434935
1653675324,2.171841137642637,-0.029066792240340658,-0.00012152836989434935
1653675325,2.1702143753101346,-0.030784468345128352,-0.0008939300191565783
1653675325,2.171438413934803,-0.031260176148321446,-0.0015560030354158916
1653675325,2.171438413934803,-0.031260176148321446,-0.0015560030354158916
1653675325,2.1712195689066616,-0.03121268628786883,-0.000514015893007069
1653675325,2.1732659241440735,-0.031998622167544837,-0.00012525151605082604
1653675326,2.1732659241440735,-0.031998622167544837,-0.00012525151605082604
1653675326,2.1732659241440735,-0.031998622167544837,-0.00012525151605082604
1653675326,2.1737347643353484,-0.03216815008399335,-0.0012029992193038942
1653675326,2.1737347643353484,-0.03216815008399335,-0.0012029992193038942
1653675327,2.1737347643353484,-0.03216815008399335,-0.0012029992193038942
1653675327,2.1734329249001885,-0.02970624475598601,-0.000706917776616446
1653675327,2.1718602285509867,-0.03144411389175731,-0.001433903601124537
1653675327,2.1718602285509867,-0.03144411389175731,-0.001433903601124537
1653675328,2.171742263885989,-0.0314023283562734,-0.0015465251770716802
1653675328,2.1717961186740427,-0.0314224425082298,-0.0015012867578824887
1653675328,2.1717961186740427,-0.0314224425082298,-0.0015012867578824887
1653675328,2.1717961186740427,-0.0314224425082298,-0.0015012867578824887
1653675328,2.1722629522588206,-0.029250729983776574,5.710643973307203e-07
1653675329,2.173011321479253,-0.029522385891577674,-0.0008288398053421239
1653675329,2.173011321479253,-0.029522385891577674,-0.0008288398053421239
1653675329,2.1713845591467495,-0.03124006199636522,-0.0016012414546047182
1653675329,2.1723706618349277,-0.029290958287689198,9.10479027753491e-05
1653675330,2.1723706618349277,-0.029290958287689198,9.10479027753491e-05
1653675330,2.1713845591467495,-0.03124006199636522,-0.0016012414546047182
1653675330,2.1723168070468737,-0.0292708441357328,4.580948358615516e-05
1653675330,2.1715025238117467,-0.031281847531848955,-0.001488619878657947
1653675331,2.1715025238117467,-0.031281847531848955,-0.001488619878657947
1653675331,2.1713307043586965,-0.031219947844408825,-0.0016464798737939115
1653675331,2.1723706618349277,-0.029290958287689198,9.10479027753491e-05
1653675331,2.1723706618349277,-0.029290958287689198,9.10479027753491e-05
1653675332,2.1723706618349277,-0.029290958287689198,9.10479027753491e-05
1653675332,2.1712665944817524,-0.031198276460881417,-0.0017138630305521497
1653675332,2.1712665944817524,-0.031198276460881417,-0.0017138630305521497
1653675332,2.1712665944817524,-0.031198276460881417,-0.0017138630305521497
1653675332,2.1714486690236936,-0.03126173337989272,-0.0015338582978467687
1653675333,2.1727924764511104,-0.029474896031124898,0.00021314733706666701
1653675333,2.1727924764511104,-0.029474896031124898,0.00021314733706666701
1653675333,2.1727924764511104,-0.029474896031124898,0.00021314733706666701
1653675333,2.1738985504107813,-0.02990881829883408,-0.0005615472551397956
1653675334,2.1738985504107813,-0.02990881829883408,-0.0005615472551397956
1653675334,2.1738985504107813,-0.02990881829883408,-0.0005615472551397956
1653675334,2.174016515075779,-0.029950603834317975,-0.0004489256791926519
1653675334,2.1739626602877253,-0.029930489682361585,-0.000494164098381844
1653675335,2.1739626602877253,-0.029930489682361585,-0.000494164098381844
1653675335,2.1739626602877253,-0.029930489682361585,-0.000494164098381844
1653675335,2.1739088054996722,-0.029910375530405358,-0.0005394025175706685
1653675335,2.1739088054996722,-0.029910375530405358,-0.0005394025175706685
1653675336,2.1739088054996722,-0.029910375530405358,-0.0005394025175706685
1653675336,2.172618852860309,-0.03171732703112958,-0.002241169733294579
1653675336,2.172618852860309,-0.03171732703112958,-0.002241169733294579
1653675336,2.172618852860309,-0.03171732703112958,-0.002241169733294579
1653675337,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675337,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675337,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675337,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675337,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675338,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675338,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675338,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675338,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675339,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675339,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675339,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675339,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675340,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675340,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675340,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675340,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675341,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675341,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675341,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675341,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675342,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675342,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675342,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675342,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675343,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675343,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675343,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675343,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675343,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675344,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675344,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675344,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675344,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675345,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675345,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675345,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675345,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675346,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675346,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675346,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675346,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675347,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675347,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675347,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675347,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675348,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675348,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675348,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675348,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675349,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675349,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675349,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675349,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675350,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675350,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675350,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675350,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675351,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675351,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675351,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675351,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675351,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675352,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675352,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675352,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675352,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675353,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675353,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675353,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675353,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675354,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675354,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675354,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675354,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675355,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675355,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675355,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675355,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675355,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675356,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675356,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675356,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675356,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675357,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675357,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675357,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675357,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675358,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675358,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675358,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675358,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675358,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675359,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675359,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675359,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675359,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675360,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675360,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675360,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675360,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675361,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675361,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675361,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675361,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675362,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675362,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675362,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675362,-0.846362210876053,-0.056073148675331044,0.0005281629915559489
1653675362,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675363,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675363,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675363,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675363,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675364,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675364,-0.8471666565958121,-0.05810105285660168,0.0008065987355088822
1653675364,-0.8192573939744642,0.020406820922405058,0.033327555625751966
1653675364,-0.762141747871561,0.16438801779261863,0.01355861780509636
1653675365,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675365,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675365,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675365,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675366,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675366,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675366,-0.4456828094268847,0.9784447200823108,-0.011612649455155758
1653675366,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675367,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675367,-0.44487836370712563,0.9804726242635814,-0.011891085199108732
1653675367,2.1323137401406895,-0.01610320747567155,-0.0073651836080632065
1653675367,2.1309038162298313,-0.015527133000010076,-0.0065999668742016985
1653675368,2.1309038162298313,-0.015527133000010076,-0.0065999668742016985
1653675368,2.1687247009546375,-0.030183153839172784,-0.00022276502154080794
1653675368,2.1687888108315807,-0.030204825222700127,-0.00015538186478289648
1653675368,2.1687888108315807,-0.030204825222700127,-0.00015538186478289648
1653675369,2.1687888108315807,-0.030204825222700127,-0.00015538186478289648
1653675369,2.1700146535940013,-0.028376202338448554,0.0014790021941830996
1653675369,2.1700146535940013,-0.028376202338448554,0.0014790021941830996
1653675369,2.1700146535940013,-0.028376202338448554,0.0014790021941830996
1653675369,2.169774913519759,-0.028255721514024272,0.0015369074925975377
1653675370,2.168734956043528,-0.030184711070743893,-0.000200620283971721
1653675370,2.168734956043528,-0.030184711070743893,-0.000200620283971721
1653675370,2.168734956043528,-0.030184711070743893,-0.000200620283971721
1653675370,2.1687247009546375,-0.030183153839172784,-0.00022276502154080794
1653675371,2.1687247009546375,-0.030183153839172784,-0.00022276502154080794
1653675371,2.1687247009546375,-0.030183153839172784,-0.00022276502154080794
1653675371,2.1687247009546375,-0.030183153839172784,-0.00022276502154080794
1653675371,2.168673067877859,-0.027843365446188425,0.0002377332658676279
1653675372,2.168673067877859,-0.027843365446188425,0.0002377332658676279
1653675372,2.168563136590477,-0.030122811383303763,-0.0003584802791080174
1653675372,2.1684451719254803,-0.03008102584781986,-0.00047110185505515805
1653675372,2.1684451719254803,-0.03008102584781986,-0.00047110185505515805
1653675373,2.1684451719254803,-0.03008102584781986,-0.00047110185505515805
1653675373,2.1679682983565893,-0.027590266458772442,0.001090237817226817
1653675373,2.1679682983565893,-0.027590266458772442,0.001090237817226817
1653675373,2.1679682983565893,-0.027590266458772442,0.001090237817226817
1653675373,2.1679122218572617,-0.029889826547844008,0.0005392626914399961
1653675374,2.167750657493102,-0.029829484091975146,0.0004035474338731542
1653675374,2.167750657493102,-0.029829484091975146,0.0004035474338731542
1653675374,2.1678605887804827,-0.027550038154859832,0.000999760978848803
1653675374,2.167750657493102,-0.029829484091975146,0.0004035474338731542
1653675375,2.1675028840412436,-0.027387771794951745,0.0009450447013158073
1653675375,2.1675028840412436,-0.027387771794951745,0.0009450447013158073
1653675375,2.1683252006539866,-0.027697999871434658,0.001995882094531036
1653675375,2.1684351319413673,-0.025418553934319334,0.00259209563950668
1653675376,2.1684351319413673,-0.025418553934319334,0.00259209563950668
1653675376,2.172291703665822,-0.029305013785364722,-0.0018143862908216106
1653675376,2.174897303794776,-0.03274863367693027,-0.002523938223579279
1653675376,2.174897303794776,-0.03274863367693027,-0.002523938223579279
1653675377,2.174897303794776,-0.03274863367693027,-0.002523938223579279
1653675377,2.178993830698251,-0.03209465967047048,-0.003902983220190465
1653675377,2.179057940575195,-0.03211633105399815,-0.003835600063432147
1653675377,2.179057940575195,-0.03211633105399815,-0.003835600063432147
1653675377,2.1788861211221446,-0.03205443136655803,-0.003993460058568114
1653675378,2.177835908557023,-0.03398186369170657,-0.005753132572706412
1653675378,2.177835908557023,-0.03398186369170657,-0.005753132572706412
1653675378,2.177835908557023,-0.03398186369170657,-0.005753132572706412
1653675378,2.177703878058887,-0.03390161117119475,-0.00560475043591466
1653675379,2.176901654050402,-0.033609841111437305,-0.0048205779853644016
1653675379,2.176901654050402,-0.033609841111437305,-0.0048205779853644016
1653675379,2.1769474754608393,-0.031308723790794475,-0.004291747597146709
1653675379,2.1764259846461655,-0.03340578921604522,-0.0049879158388445866
1653675380,2.1764259846461655,-0.03340578921604522,-0.0049879158388445866
1653675380,2.1764259846461655,-0.03340578921604522,-0.0049879158388445866
1653675380,2.1764798394342186,-0.033425903368001456,-0.004942677419655758
1653675380,2.176893620672786,-0.031288609638838255,-0.004336986016335529
1653675381,2.176893620672786,-0.031288609638838255,-0.004336986016335529
1653675381,2.176893620672786,-0.031288609638838255,-0.004336986016335529
1653675381,1.8618315160046677,0.20530971208495208,0.6001164704354098
